,Unnamed: 0,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork
1196,1196,Volkswagen T-cross 1.0 200 Tsi Highline Aut,25853.78590078329,https://auto.mercadolibre.com.ar/MLA-1146978483-volkswagen-t-cross-highline-200tsi-mkt-_JM#position=29&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Volkswagen,T-Cross,2022,1.0 200 Tsi Highline Aut,Blanco,Nafta,5,Automática,1.0,SUV
1197,1197,Renault Kangoo Ii Zen 1.6 Sce,15122.715404699738,https://auto.mercadolibre.com.ar/MLA-1169076977-renault-kangoo-zen-16-nafta-0km-20222023-stock-fisico-lg-_JM#position=30&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Renault,Kangoo,2022,Ii Zen 1.6 Sce,Gris,Nafta,3,Manual,1.6,Monovolumen
1198,1198,Ford Ranger 3.2 Cd Xls Tdci 200cv Manual 4x4,26248.067885117493,https://auto.mercadolibre.com.ar/MLA-1215446822-ford-ranger-32-cd-xls-tdci-200cv-4x4-2023-0km-d-_JM#position=31&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Ford,Ranger,2022,3.2 Cd Xls Tdci 200cv Manual 4x4,Blanco,Diésel,4,Manual,3.2,Pick-Up
1199,1199,Nissan Sentra 2.0 Exclusive,25593.73368146214,https://auto.mercadolibre.com.ar/MLA-936001730-nissan-sentra-exclusive-cvt-20-cesar-_JM#position=32&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Nissan,Sentra,2021,2.0 Exclusive,Gris,Nafta,4,Automática,2.0,Sedán
1201,1201,Dfsk C32 1.5 Cab Doble,13028.720626631854,https://auto.mercadolibre.com.ar/MLA-1174436316-dfsk-c32-doble-cabina-_JM#position=34&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,DFSK,C32,2022,1.5 Cab Doble,Blanco,Nafta,2,Manual,1.5,Pick-Up
1202,1202,Toyota Hilux Srx 4x4 Mt,33013.054830287205,https://auto.mercadolibre.com.ar/MLA-1199790887-toyota-hilux-4x4-srx-mt-reserva-ahora-e-_JM#position=35&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Toyota,Hilux,2023,SRX 4X4 MT,Plateado,Diésel,4,Manual,,Pick-Up
1203,1203,Nissan Frontier 2.3bt X-gear 4x4 At L22,28197.911227154047,https://auto.mercadolibre.com.ar/MLA-1276959562-nissan-frontier-x-gear-4x4-taiani-o-_JM#position=36&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Nissan,Frontier,2022,2.3bt X-gear 4x4 At L22,Negro,Diésel,4,Automática,2.3,Pick-Up
1204,1204,Renault Sandero 1.6 16v Intense,11096.605744125327,https://auto.mercadolibre.com.ar/MLA-1294773204-renault-sandero-ph2-intens-16-entrega-inmediata-se-_JM#position=37&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Renault,Sandero,2022,1.6 16v Intense,Plateado,Nafta,5,Manual,1.6,Hatchback
1205,1205,Nissan Frontier 2.3bt Pro4x 4x4 At L22,37699.86945169713,https://auto.mercadolibre.com.ar/MLA-1317535013-nissan-frontier-pro4x-4x4-at-h-_JM#position=38&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Nissan,Frontier,2023,2.3bt Pro4x 4x4 At L22,Negro,Diésel,4,Automática,2.3,Pick-Up
1206,1206,Nissan Frontier 2.3bt Platinum 4x4 At L22,35085.117493472586,https://auto.mercadolibre.com.ar/MLA-1142888844-nissan-frontier-2023-23bt-platinum-4x4-at-l22-_JM#position=39&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Nissan,Frontier,2023,2.3bt Platinum 4x4 At L22,Plateado,Diésel,4,Automática,2.3,Pick-Up
1207,1207,Nissan Frontier 2.3 S Cd 4x2 Mt,22193.211488250654,https://auto.mercadolibre.com.ar/MLA-1184773293-nissan-frontier-s-4x2-mt-charlie-_JM#position=40&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Nissan,Frontier,2022,2.3 S Cd 4x2 Mt,Blanco,Diésel,4,Manual,2.3,Pick-Up
1208,1208,Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline Llantas16,19295.039164490863,https://auto.mercadolibre.com.ar/MLA-1157039032-volkswagen-amarok-2023-20-cd-tdi-140cv-trendline-llantas16-_JM#position=41&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Volkswagen,Amarok,2023,2.0 Cd Tdi 140cv Trendline Llantas16,Gris,Diésel,4,Manual,2.0,Pick-Up
1209,1209,Renault Master 2.3 Minibus,39467.36292428199,https://auto.mercadolibre.com.ar/MLA-1284343654-renault-master-mini-bus-2021-okm-sin-rodar-oportunidad-lg-_JM#position=42&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Renault,Master,2021,2.3 Minibus,Blanco,Diésel,4,Manual,2.3,Monovolumen
1210,1210,Renault Kangoo Ii Express Confort 5a 1.5 Dci,14621.409921671018,https://auto.mercadolibre.com.ar/MLA-1127454927-renault-kangoo-ii-express-confort-5a-16-of-empresas-jp-_JM#position=43&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Renault,Kangoo,2021,Ii Express Confort 5a 1.5 Dci,Gris,Diésel,3,Manual,1.5,Furgón
1211,1211,Chevrolet S10 2.8 Lt Cd Tdci 200cv 4x4,26109.39947780679,https://auto.mercadolibre.com.ar/MLA-1140498657-chevrolet-s10-lt-4x4-automatica-0km-2023-_JM#position=44&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Chevrolet,S10,2022,2.8 Lt Cd Tdci 200cv 4x4,Plateado,Diésel,4,Manual,2.8,Pick-Up
1212,1212,Volkswagen T-cross 1.6 Trendlinde Mt,14015.404699738903,https://auto.mercadolibre.com.ar/MLA-836663102-volkswagen-t-cross-10-tsi-trendlinde-mt-dc-_JM#position=45&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Volkswagen,T-Cross,2021,1.6 Trendlinde Mt,Plateado,Nafta,5,Manual,1.6,SUV
1214,1214,Fiat Cronos 1.8 16v Precision At6 Pack Premium,14360.05221932115,https://auto.mercadolibre.com.ar/MLA-920858566-fiat-cronos-at6-my21-full-patentado-sin-rodar-papeles-0km-d-_JM#position=47&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Fiat,Cronos,2021,1.8 16v Precision At6 Pack Premium,Gris,Nafta,4,Automática,1.8,Sedán
1215,1215,Volkswagen T-cross 1.0 200 Tsi Highline Aut,22767.624020887728,https://auto.mercadolibre.com.ar/MLA-1130170433-volkswgen-t-cross-highline-1t-md-2022-_JM#position=48&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Volkswagen,T-Cross,2021,1.0 200 Tsi Highline Aut,Blanco,Nafta,5,Automática,1.0,SUV
1216,1216,Renault Logan 1.6 16v Zen,7937.33681462141,https://auto.mercadolibre.com.ar/MLA-1161146988-renault-logan-zen-16-0km-2022-unidad-stock-fisico-ent-inme-_JM#position=49&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Renault,Logan,2022,1.6 16v Zen,Plateado,Nafta,4,Manual,1.6,Sedán
1217,1217,Audi Q7 3.0 Tdi 249cv Tiptronic Quattro,,https://auto.mercadolibre.com.ar/MLA-1308063156-audi-q7-30-tdi-diesel-quattro-4x4-automatic-2021-2022-0km-_JM#position=50&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Audi,Q7,2021,3.0 Tdi 249cv Tiptronic Quattro,Azul,Diésel,5,Automática,3.0,SUV
1218,1218,Toyota Yaris 1.5 107cv S,14180.156657963447,https://auto.mercadolibre.com.ar/MLA-1105661785-toyota-yaris-15-107cv-s-cvt-_JM#position=1&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Toyota,Yaris,2021,1.5 107cv S,Plateado,Nafta,5,Manual,1.5,Hatchback
1219,1219,Renault Alaskan 2.3 Bit 16v Iconic At 4x4,32375.97911227154,https://auto.mercadolibre.com.ar/MLA-1116877379-renault-alaskan-iconic-4-x-4-aut-oferta-2023-rs-_JM#position=2&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Renault,ALASKAN,2021,2.3 Bit 16v Iconic At 4x4,Gris,Diésel,4,Automática,2.3,Pick-Up
1220,1220,Fiat Toro 1.8 170 E-torq Evo Freedom At6,18936.553524804178,https://auto.mercadolibre.com.ar/MLA-1232957518-fiat-toro-18-at-financiada-total-reservala-men-_JM#position=3&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Fiat,Toro,2022,1.8 170 E-torq Evo Freedom At6,Gris,Nafta,4,Automática,1.8,Pick-Up
1221,1221,Chevrolet Cruze 5p Lt At,16971.279373368146,https://auto.mercadolibre.com.ar/MLA-1181185725-chevrolet-cruze-5p-14-lt-at-nq-_JM#position=4&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Chevrolet,Cruze,2022,5P LT AT,Azul,Nafta,5,Automática,1.4,Hatchback
1223,1223,Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,,https://auto.mercadolibre.com.ar/MLA-1305898177-bmw-serie-3-330i-sportline-bmw-autopremier-_JM#position=6&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,BMW,Serie 3,2022,3.0 330i Sedan Sport Line 252cv,Negro,Nafta,4,Manual,3.0,Sedán
1225,1225,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,9138.381201044387,https://auto.mercadolibre.com.ar/MLA-1301687844-citroen-c4-cactus-feel-pack-0km-citroen-plan-darc-autos-_JM#position=8&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Citroën,C4 Cactus,2022,1.6 Vti 115 Feel Pk,Blanco,Nafta,5,Manual,1.6,SUV
1227,1227,Peugeot 3008 1.6 Gt-line Thp Pack Tiptronic,,https://auto.mercadolibre.com.ar/MLA-1175817801-peugeot-3008-gt-entrega-inmediata-en-stock-lp-_JM#position=10&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Peugeot,3008,2022,1.6 Gt-line Thp Pack Tiptronic,Azul,Nafta,5,Automática,1.6,SUV
1228,1228,Fiat Cronos Attractive,10130.548302872063,https://auto.mercadolibre.com.ar/MLA-1244866953-fiat-cronos-13-drive-taxi-consultame-jp-_JM#position=11&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Fiat,Cronos,2022,Attractive,Negro,Nafta,4,Manual,1.3,Sedán
1229,1229,Peugeot 208 1.2 Gt,33420.36553524804,https://auto.mercadolibre.com.ar/MLA-1250455086-peugeot-208-gt-okm-2023-walter-_JM#position=12&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Peugeot,208,2022,1.2 Gt,Amarillo,Nafta,5,Automática,1.6,Hatchback
1230,1230,Renault Kangoo 1.5 Dci Furgon Stepway,14416.135770234987,https://auto.mercadolibre.com.ar/MLA-1293239731-renault-kangoo-stepway-diesel-entrega-inmediata-2023-sfp-_JM#position=13&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Renault,Kangoo,2022,1.5 Dci Furgon Stepway,Rojo,Diésel,3,Manual,1.5,Furgón
1231,1231,Renault Oroch 1.3 Tce 163 Outsider Mt 2wd,27070.496083550916,https://auto.mercadolibre.com.ar/MLA-1308728602-oroch-outsider-13-tce-163-4wd-mb-_JM#position=14&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Renault,Oroch,2022,1.3 Tce 163 Outsider Mt 2wd,Rojo,Nafta,4,Manual,1.3,SUV
1232,1232,Toyota Etios Xls Pack At,11002.610966057442,https://auto.mercadolibre.com.ar/MLA-861820538-toyota-etios-15-xls-pack-at-2023-e-_JM#position=15&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Toyota,Etios,2022,XLS PACK AT,Gris oscuro,Nafta,5,Automática,1.5,Hatchback
1233,1233,Jac T6 Luxury 4x4 Mt,24804.177545691906,https://auto.mercadolibre.com.ar/MLA-1135331729-jac-t6-luxury-4x4-2022-mt-_JM#position=16&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,JAC,T6,2022,LUXURY 4X4 MT,Blanco,Diésel,4,Manual,,Pick-Up
1234,1234,Chevrolet Cruze Premier 4p,17754.569190600523,https://auto.mercadolibre.com.ar/MLA-1170062940-cruze-4p-premier-14t-at-bv-_JM#position=17&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Chevrolet,Cruze,2022,PREMIER 4P,Blanco,Nafta,4,Automática,,Sedán
1235,1235,Citroën Berlingo 1.6 Hdi 92 Bussines,9921.678851174935,https://auto.mercadolibre.com.ar/MLA-1268093301-citroen-berlingo-furgon-utilitaria-nueva-hdi-tomo-usado-m-_JM#position=18&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Citroën,Berlingo,2022,1.6 Hdi 92 Bussines,Blanco,Diésel,3,Manual,1.6,Furgón
1236,1236,Nissan Versa 1.6 Advance At,14072.84595300261,https://auto.mercadolibre.com.ar/MLA-1113989142-nuevo-versa-advance-cvt-at-16-_JM#position=19&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Nissan,Versa,2021,1.6 Advance At,Gris,Nafta,4,Automática,1.6,Sedán
1237,1237,Renault Sandero Intense,11122.715404699738,https://auto.mercadolibre.com.ar/MLA-1127722340-renault-sandero-16-16v-intense-a-tasa-119-jp-_JM#position=20&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Renault,Sandero,2022,intense,Rojo,Nafta,5,Manual,1.6,Hatchback
1238,1238,Jeep Commander 2.0 Td380 At9 4x4 7pas Limited,43603.13315926893,https://auto.mercadolibre.com.ar/MLA-1146707875-jeep-commander-_JM#position=21&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Jeep,Commander,2022,2.0 Td380 At9 4x4 7pas Limited,Blanco,Diésel,5,Automática,2.0,SUV
1239,1239,Peugeot 208 Active,13827.676240208877,https://auto.mercadolibre.com.ar/MLA-1232114341-peugeot-208-active-16-_JM#position=22&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Peugeot,208,2022,Active,Blanco,Nafta,5,Manual,1.6,Hatchback
1240,1240,Chevrolet Cruze 5 1.4 Rs At 5 P,21148.822454308094,https://auto.mercadolibre.com.ar/MLA-1133465995-chevrolet-cruze-5-puertas-rs-14n-turbo-automatico-2023-ep-_JM#position=23&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Chevrolet,Cruze 5,2022,1.4 Rs At 5 p,Gris,Nafta,5,Automática,1.4,Hatchback
1241,1241,Ford Territory 1.5t Titanium,30362.932114882507,https://auto.mercadolibre.com.ar/MLA-1169299509-ford-territory-titanium-15l-4x2-at-2022-0km-2022-02-_JM#position=24&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Ford,Territory,2022,1.5t Titanium,Blanco,Nafta,5,Automática,1.5,SUV
1242,1242,Peugeot 208 1.2 Gt,33942.55874673629,https://auto.mercadolibre.com.ar/MLA-1233007752-peugeot-208-gt-130cv-cero-kilometro-2023-_JM#position=25&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Peugeot,208,2022,1.2 Gt,Blanco,Nafta,5,Automática,1.6,Hatchback
1243,1243,Citroën Jumpy 1.6 L3 Hdi 115 Business,18047.258485639686,https://auto.mercadolibre.com.ar/MLA-1264135761-citroen-jumpy-furgon-16-0km-2023-financiala-en-cuotas-3--_JM#position=26&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Citroën,Jumpy,2022,1.6 L3 Hdi 115 Business,Blanco,Diésel,3,Manual,1.6,Furgón
1244,1244,Volkswagen T-cross 1.6 Highline At,26109.39947780679,https://auto.mercadolibre.com.ar/MLA-1149038519-volkswagen-t-cross-16-highline-at-_JM#position=27&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Volkswagen,T-Cross,2022,1.6 Highline At,Naranja,Nafta,5,Automática,1.6,SUV
1245,1245,Renault Sandero 1.6 16v Life,8903.394255874673,https://auto.mercadolibre.com.ar/MLA-1149603604-renault-sandero-life-16-cadenero-entrega-ya-financio-j-_JM#position=28&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Renault,Sandero,2022,1.6 16v Life,Azul,Nafta,5,Manual,1.6,Hatchback
1247,1247,Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline,21696.7362924282,https://auto.mercadolibre.com.ar/MLA-1167735730-volkswagen-amarok-20-cd-tdi-140-cv-trendline-llantas16-_JM#position=30&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Volkswagen,Amarok,2022,2.0 Cd Tdi 140cv Trendline,Blanco,Diésel,4,Manual,2.0,Pick-Up
1248,1248,Chevrolet Tracker 1.2 Premier Turbo At,21801.566579634466,https://auto.mercadolibre.com.ar/MLA-1214332857-chevrolet-tracker-12-turbo-at-premier-nq-_JM#position=31&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Chevrolet,Tracker,2022,1.2 Premier Turbo At,Rojo,Nafta,5,Automática,1.2,SUV
1249,1249,Toyota Yaris Xls Pack Cvt,13845.953002610966,https://auto.mercadolibre.com.ar/MLA-900406918-toyota-yaris-xls-pack-_JM#position=32&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Toyota,Yaris,2022,XLS PACK CVT,Plateado,Nafta,5,Automática,1.5,Hatchback
1251,1251,Peugeot Partner Patagónica 1.6 Hdi Vtc Plus 92,10537.075718015665,https://auto.mercadolibre.com.ar/MLA-1145121141-peugeot-partner-confort-_JM#position=34&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Peugeot,Partner Patagónica,2022,1.6 Hdi Vtc Plus 92,Gris,Diésel,4,Manual,1.6,Monovolumen
1252,1252,Fiat Cronos 1.3,10472.584856396867,https://auto.mercadolibre.com.ar/MLA-1115058827-fiat-cronos-0km-2023-financiado-100-plan-ahorro-_JM#position=35&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Fiat,Cronos,2022,1.3,Blanco,Nafta,4,Manual,1.3,Sedán
1253,1253,Renault Stepway Kangoo,20062.66318537859,https://auto.mercadolibre.com.ar/MLA-1141031757-kangoo-zen-2023-rp-_JM#position=36&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Renault,Stepway,2022,Kangoo,Rojo,Nafta,5,Manual,,Van
1254,1254,Renault Logan 1.6 16v Life,8454.308093994778,https://auto.mercadolibre.com.ar/MLA-1146366389-renault-logan-16-16v-life-financio-tomamos-usado-entrega-l-_JM#position=37&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Renault,Logan,2022,1.6 16v Life,Gris,Nafta,4,Manual,1.6,Sedán
1255,1255,Hyundai Staria Full,,https://auto.mercadolibre.com.ar/MLA-1262562003-hyundai-staria-2023-_JM#position=38&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Hyundai,STARIA,2023,Full,Azul,Nafta,5,Automática,2.2,Minivan
1256,1256,Jeep Compass 2.4 Opening Edition,31318.537859007833,https://auto.mercadolibre.com.ar/MLA-928589176-jeep-compass-sport-13t-11-_JM#position=39&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Jeep,Compass,2021,2.4 Opening Edition,Negro,Nafta,5,Automática,2.4,SUV
1257,1257,Nissan Kicks 1.6 Advance Cvt 120cv,20937.075718015665,https://auto.mercadolibre.com.ar/MLA-1110857887-nuevo-kicks-advance-cvt-my21-_JM#position=40&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Nissan,Kicks,2021,1.6 Advance Cvt 120cv,Gris,Nafta,5,Automática,1.6,Hatchback
1258,1258,Toyota Hilux 4x2 Srv At,28475.19582245431,https://auto.mercadolibre.com.ar/MLA-1183726215-toyota-hilux-4x2-srv-at-e-_JM#position=41&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Toyota,Hilux,2023,4x2 SRV AT,Negro,Diésel,4,Automática,,Pick-Up
1259,1259,Citroën Berlingo 1.6 Vti 115 Business,7754.569190600522,https://auto.mercadolibre.com.ar/MLA-1231740741-citron-berlingo-2023-16-vti-115-business-_JM#position=42&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Citroën,Berlingo,2023,1.6 Vti 115 Business,Blanco,Nafta,3,Manual,1.6,Furgón
1260,1260,Renault Alaskan 2.3t 16v Confort Mt 4x2,20026.109660574413,https://auto.mercadolibre.com.ar/MLA-1144867643-renault-alaskan-2022-23t-16v-confort-mt-4x2-hilux-amarok-os-_JM#position=43&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Renault,ALASKAN,2022,2.3t 16v Confort Mt 4x2,Blanco,Diésel,4,Manual,2.3,Pick-Up
1261,1261,Renault Sandero Stepway 1.6 16v Zen,11203.655352480419,https://auto.mercadolibre.com.ar/MLA-1146302055-renault-sandero-stepway-zen-16-_JM#position=44&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Renault,Sandero Stepway,2022,1.6 16v Zen,Plateado,Nafta,5,Manual,1.6,Hatchback
1262,1262,Volkswagen Polo 1.6 Msi Trendline,10921.932114882506,https://auto.mercadolibre.com.ar/MLA-868198100-volkswagen-polo-16-msi-trend-2023-_JM#position=45&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Volkswagen,Polo,2020,1.6 Msi Trendline,Blanco,Nafta,5,Manual,1.6,Hatchback
1264,1264,Citroën C3 1.6 Vti 115 Feel,8903.394255874673,https://auto.mercadolibre.com.ar/MLA-1219410303-citron-c3-16-vti-115-at6-feel-_JM#position=47&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Citroën,C3,2022,1.6 Vti 115 Feel,Blanco,Nafta,5,Manual,1.6,Hatchback
1265,1265,Toyota Hilux 2.8 Cd Srv 177cv 4x4 At,30796.34464751958,https://auto.mercadolibre.com.ar/MLA-1260393711-toyota-hilux-28-cd-srv-204cv-4x4-automatica-unidad-en-stock-_JM#position=48&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Toyota,Hilux,2022,2.8 Cd Srv 177cv 4x4 At,Plateado,Diésel,4,Automática,2.8,Pick-Up
1266,1266,Fiat Pulse 1.0 Impetus T3 Cvt,14986.945169712793,https://auto.mercadolibre.com.ar/MLA-1313922285-fiat-pulse-impetus-tomo-ka-mobi-cronos-partner-buen-precio-e-_JM#position=49&search_layout=stack&type=item&tracking_id=7913306b-585d-4569-9e65-4021011e4a59,Fiat,Pulse,2023,1.0 Impetus T3 Cvt,Blanco,Nafta,5,Automática,1.0,SUV
1267,1267,Toyota Hilux 2.8 Cd Srv 177cv 4x4 At,30796.34464751958,https://auto.mercadolibre.com.ar/MLA-1260393711-toyota-hilux-28-cd-srv-204cv-4x4-automatica-unidad-en-stock-_JM#position=1&search_layout=stack&type=item&tracking_id=14c28078-39cb-4149-8904-56c3426fa88d,Toyota,Hilux,2022,2.8 Cd Srv 177cv 4x4 At,Plateado,Diésel,4,Automática,2.8,Pick-Up
1268,1268,Fiat Pulse 1.0 Impetus T3 Cvt,14986.945169712793,https://auto.mercadolibre.com.ar/MLA-1313922285-fiat-pulse-impetus-tomo-ka-mobi-cronos-partner-buen-precio-e-_JM#position=2&search_layout=stack&type=item&tracking_id=14c28078-39cb-4149-8904-56c3426fa88d,Fiat,Pulse,2023,1.0 Impetus T3 Cvt,Blanco,Nafta,5,Automática,1.0,SUV
1269,1269,Nissan Versa 1.6 Sense At,13802.349869451697,https://auto.mercadolibre.com.ar/MLA-936001783-nissan-versa-sense-cvt-16-120cv-juan-carlos-_JM#position=3&search_layout=stack&type=item&tracking_id=14c28078-39cb-4149-8904-56c3426fa88d,Nissan,Versa,2021,1.6 Sense At,Gris,Nafta,4,Automática,1.6,Sedán
1271,1271,Chevrolet Equinox 1.5t Premier 4wd,36291.906005221936,https://auto.mercadolibre.com.ar/MLA-1311984485-chevrolet-equinox-premier-15-t-0-km-stock-fisico-hmc-_JM#position=5&search_layout=stack&type=item&tracking_id=14c28078-39cb-4149-8904-56c3426fa88d,Chevrolet,Equinox,2023,1.5t Premier 4wd,Rojo,Nafta,5,Automática,1.5,SUV
1272,1272,Chevrolet Onix 1.0 Turbo Premier Ii At,16375.97911227154,https://auto.mercadolibre.com.ar/MLA-1132728488-chevrolet-onix-premier-10t-leer-descripcion-abajo-as-_JM#position=6&search_layout=stack&type=item&tracking_id=14c28078-39cb-4149-8904-56c3426fa88d,Chevrolet,Onix,2021,1.0 Turbo Premier Ii At,Negro,Nafta,5,Automática,1.0,Hatchback
1274,1274,Volkswagen T-cross 1.0 200 Tsi Comfortline Aut,22715.404699738905,https://auto.mercadolibre.com.ar/MLA-1113659803-volkswagen-t-cross-comfortline-200-tsi-at-0-km-2022-_JM#position=8&search_layout=stack&type=item&tracking_id=14c28078-39cb-4149-8904-56c3426fa88d,Volkswagen,T-Cross,2021,1.0 200 Tsi Comfortline Aut,Plateado,Nafta,5,Automática,1.0,SUV
