,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork,km
313,Volkswagen Polo 1.6 Msi Trendline,$5.050.000,https://auto.mercadolibre.com.ar/MLA-1315734112-volkswagen-polo-0km-trendline-manual-0km-precio-autos-vw-a1-_JM#position=24&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Volkswagen,Polo,2022,1.6 Msi Trendline,Blanco,Nafta,5,Manual,1.6,Hatchback,0 km
314,Volkswagen Vento 1.4 Highline 150cv At,$10.510.000,https://auto.mercadolibre.com.ar/MLA-1315901212-volkswagen-vento-highline-250tsi-aut-my21-sn-_JM#position=25&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Volkswagen,Vento,2021,1.4 Highline 150cv At,Blanco,Nafta,4,Automática,1.4,Sedán,0 km
315,Nissan Kicks 1.6 Advance 120cv,$7.700.000,https://auto.mercadolibre.com.ar/MLA-1315714966-nissan-kicks-advance-mt-c-_JM#position=26&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Nissan,Kicks,2023,1.6 Advance 120cv,Gris,Nafta,5,Manual,1.6,Hatchback,0 km
316,Fiat Cronos 1.3 Attractive Mt,$3.790.000,https://auto.mercadolibre.com.ar/MLA-1315721373-fiat-cronos-attractive-0km-taxi-2023-stock-fisico-fretes-_JM#position=27&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Fiat,Cronos,2023,1.3 Attractive Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km
317,Nissan Kicks 1.6 Advance 120cv,$7.741.200,https://auto.mercadolibre.com.ar/MLA-1315733967-nissan-kicks-advance-mt-h-_JM#position=28&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Nissan,Kicks,2023,1.6 Advance 120cv,Blanco,Nafta,5,Manual,1.6,Hatchback,0 km
318,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Trendline,$7.750.000,https://auto.mercadolibre.com.ar/MLA-1315447452-volkswagen-amarok-trendline-20-tdi-4x2-m-disp-2022-gp-_JM#position=29&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Volkswagen,Amarok,2023,2.0 Cd Tdi 180cv 4x2 Trendline,Plateado,Diésel,4,Manual,2.0,Pick-Up,0 km
319,Nissan Kicks 1.6 Sense 120cv,$7.339.700,https://auto.mercadolibre.com.ar/MLA-1315287572-nissan-kicks-sense-mt-h-_JM#position=30&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Nissan,Kicks,2023,1.6 Sense 120cv,Gris,Nafta,5,Manual,1.6,Hatchback,0 km
320,Fiat Toro 1.8 Freedom,$7.500.000,https://auto.mercadolibre.com.ar/MLA-1315390010-toro-4x2-4x4-18-o-20-nafta-y-diesel-volcano-freedoom-20-js-_JM#position=31&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Fiat,Toro,2023,1.8 Freedom,Blanco,Nafta,4,Automática,1.8,Pick-Up,0 km
321,Fiat Cronos 1.3 Drive S-design Mt,$4.500.000,https://auto.mercadolibre.com.ar/MLA-1315446985-cronos-presicion-tomo-usado-fastback-19-20-21-22-con-gnc-js-_JM#position=32&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Fiat,Cronos,2023,1.3 Drive S-design Mt,Rojo,Nafta,4,Manual,1.3,Sedán,0 km
322,Ford Ranger Xls 4x4 Mt 3.2,$10.053.000,https://auto.mercadolibre.com.ar/MLA-1315402457-ford-ranger-cd-4x4-xls-32-mt-entrega-inmediata-ds-_JM#position=33&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Ford,Ranger,2023,XLS 4x4 MT 3.2,Blanco,Diésel,5,Manual,3.2 turbo diesel,Pick-Up,0 km
323,Fiat Cronos 1.3 Attractive Mt,$4.260.000,https://auto.mercadolibre.com.ar/MLA-1315402291-fiat-cronos-drive-entrega-inmediata-tomo-usado-2022-2023-js-_JM#position=34&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Fiat,Cronos,2023,1.3 Attractive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km
324,Jeep Compass 1.3 T270 Limited,$16.978.000,https://auto.mercadolibre.com.ar/MLA-1315485243-jeep-compass-limited-t270-13-t-_JM#position=35&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Jeep,Compass,2023,1.3 T270 Limited,Gris,Nafta,5,Automática,1.3,SUV,0 km
325,Peugeot Boxer 2.2 Hdi 435lh Premium,$12.987.500,https://auto.mercadolibre.com.ar/MLA-1315361968-boxer-lh-j-_JM#position=36&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Peugeot,Boxer,2023,2.2 Hdi 435lh Premium,Blanco,Diésel,3,Manual,2.2,Furgón,0 km
326,Peugeot Boxer 2.2 Hdi 435mh Premium,$9.897.500,https://auto.mercadolibre.com.ar/MLA-1315203968-boxer-mh-j-_JM#position=37&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Peugeot,Boxer,2023,2.2 Hdi 435mh Premium,Blanco,Diésel,3,Manual,2.2,Furgón,0 km
327,Peugeot 208 1.6l Feline Tiptronic,$6.099.700,https://auto.mercadolibre.com.ar/MLA-1315412703-208-feline-tiptronic-j-_JM#position=38&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Peugeot,208,2023,1.6l Feline Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,0 km
328,Kia Carnival 2.2 Crdi Premium,U$S84.000,https://auto.mercadolibre.com.ar/MLA-1315203454-nueva-kia-carnival-_JM#position=39&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Kia,Carnival,2023,2.2 Crdi Premium,Plateado,Diésel,5,Automática,2.2,Monovolumen,0 km
329,Volkswagen Taos 1.4 250 Tsi Comfortline,$9.600.002,https://auto.mercadolibre.com.ar/MLA-1315246825-volkswagen-taos-comfortline-tiptronic-14-tsi-150-cv-2023-2-_JM#position=40&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Volkswagen,Taos,2023,1.4 250 Tsi Comfortline,Negro,Nafta,5,Automática,1.4,SUV,0 km
330,Volkswagen Taos 1.4 250 Tsi Comfortline,$9.600.001,https://auto.mercadolibre.com.ar/MLA-1315113441-volkswagen-taos-comfortline-tiptronic-14-tsi-150-cv-2023-1-_JM#position=41&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Volkswagen,Taos,2023,1.4 250 Tsi Comfortline,Blanco,Nafta,5,Automática,1.4,SUV,0 km
331,Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,$13.952.000,https://auto.mercadolibre.com.ar/MLA-1315177134-toyota-hilux-28-tdi-srx-4x4-at-0km-2023-_JM#position=42&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Toyota,Hilux,2023,2.8 Cd Srx 177cv 4x4 At,Plateado,Diésel,4,Automática,2.8,Pick-Up,0 km
332,Toyota Hilux 2.8 Cd Srv 177cv 4x4 At,$12.373.000,https://auto.mercadolibre.com.ar/MLA-1315360587-toyota-hilux-28-tdi-srv-4x4-at-0km-2023-_JM#position=43&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Toyota,Hilux,2023,2.8 Cd Srv 177cv 4x4 At,Plateado,Diésel,4,Automática,2.8,Pick-Up,0 km
333,Toyota Hilux 2.8 Cd Srv 177cv 4x4,$11.684.000,https://auto.mercadolibre.com.ar/MLA-1315100014-toyota-hilux-28-tdi-srv-4x4-mt-0km-2023-_JM#position=44&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Toyota,Hilux,2023,2.8 Cd Srv 177cv 4x4,Plateado,Diésel,4,Manual,2.8,Pick-Up,0 km
334,Nissan Kicks 1.6 Sense 120cv,$7.330.700,https://auto.mercadolibre.com.ar/MLA-1315315373-nissan-kicks-sense-mt-m-_JM#position=45&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Nissan,Kicks,2023,1.6 Sense 120cv,Gris,Nafta,5,Manual,1.6,Hatchback,0 km
335,Fiat Pulse 1.0 Impetus T3 Cvt,$8.010.500,https://auto.mercadolibre.com.ar/MLA-1315125588-fiat-pulse-impetus-2023-0km-entrega-inmediata-_JM#position=46&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Fiat,Pulse,2023,1.0 Impetus T3 Cvt,Plateado,Nafta,5,Automática,1.0,SUV,0 km
336,Toyota Hilux 2.8 Cd Sr 177cv 4x4,$11.235.000,https://auto.mercadolibre.com.ar/MLA-1315202282-toyota-hilux-28-tdi-sr-4x4-automatica-0km-2023-_JM#position=47&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Toyota,Hilux,2023,2.8 Cd Sr 177cv 4x4,Plateado,Diésel,4,Manual,2.8,Pick-Up,0 km
337,Toyota Hilux 2.8 Cd Sr 177cv 4x4,$10.649.000,https://auto.mercadolibre.com.ar/MLA-1315067529-toyota-hilux-28-tdi-sr-4x4-mt-0km-2023-_JM#position=48&search_layout=grid&type=item&tracking_id=de6f8d3b-a66b-4c1d-a3fa-b39b042ebe6f,Toyota,Hilux,2023,2.8 Cd Sr 177cv 4x4,Plateado,Diésel,4,Manual,2.8,Pick-Up,0 km
338,Toyota Hilux 2.4 Cd Sr 150cv 4x2,$8.883.000,https://auto.mercadolibre.com.ar/MLA-1315112008-toyota-hilux-sr-24tdi-4x2-mt-0km-2023-_JM#position=1&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Toyota,Hilux,2023,2.4 Cd Sr 150cv 4x2,Plateado,Diésel,4,Manual,2.4,Pick-Up,0 km
339,Nissan Versa 1.6 Exclusive At,$6.864.000,https://auto.mercadolibre.com.ar/MLA-1315110358-nissan-versa-exclusive-cvt-l-_JM#position=2&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Nissan,Versa,2023,1.6 Exclusive At,Rojo,Nafta,4,Automática,1.6,Sedán,0 km
340,Nissan Versa 1.6 Advance At,$6.615.500,https://auto.mercadolibre.com.ar/MLA-1315097324-nissan-versa-advance-cvt-c-_JM#position=3&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Nissan,Versa,2023,1.6 Advance At,Azul,Nafta,4,Automática,1.6,Sedán,0 km
341,Volkswagen Amarok 3.0 V6 Cd Comfortline,$11.199.000,https://auto.mercadolibre.com.ar/MLA-1315110167-volkswagen-amarok-30tdi-comfortline-4x4-at-258cv-financiaci-_JM#position=4&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2023,3.0 V6 Cd Comfortline,Azul,Diésel,4,Automática,3.0,Pick-Up,0 km
342,Nissan Versa 1.6 Advance At,$6.615.500,https://auto.mercadolibre.com.ar/MLA-1315116410-nissan-versa-advance-cvt-l-_JM#position=5&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Nissan,Versa,2023,1.6 Advance At,Blanco,Nafta,4,Automática,1.6,Sedán,0 km
343,Nissan Versa 1.6 Advance Mt,$6.449.650,https://auto.mercadolibre.com.ar/MLA-1315116120-nissan-versa-advance-mt-c-_JM#position=6&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Nissan,Versa,2023,1.6 Advance Mt,Blanco,Nafta,4,Manual,1.6,Sedán,0 km
344,Nissan Versa 1.6 Advance Mt,$6.449.700,https://auto.mercadolibre.com.ar/MLA-1315115931-nissan-versa-advance-mt-h-_JM#position=7&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Nissan,Versa,2023,1.6 Advance Mt,Plateado,Nafta,4,Manual,1.6,Sedán,0 km
345,Nissan Versa 1.6 Sense At,$6.210.600,https://auto.mercadolibre.com.ar/MLA-1315198890-nissan-versa-sense-cvt-m-_JM#position=8&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Nissan,Versa,2023,1.6 Sense At,Gris,Nafta,4,Automática,1.6,Sedán,0 km
346,Fiat Cronos 1.3 Drive Mt,$4.000.000,https://auto.mercadolibre.com.ar/MLA-1315115598-fiat-cronos-drive-13-mt-2023-0km-sin-llantas-_JM#position=9&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km
347,Fiat Cronos 1.3 Drive Mt,$4.210.600,https://auto.mercadolibre.com.ar/MLA-1315172995-fiat-cronos-drive-13-mt-2023-0km-entrega-inmediata-_JM#position=10&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km
348,Fiat Cronos 1.3 Drive Mt,$4.206.500,https://auto.mercadolibre.com.ar/MLA-1315096029-fiat-cronos-drive-13-mt-2023-0km-entrega-inmediata-_JM#position=11&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Mt,Plateado,Nafta,4,Manual,1.3,Sedán,0 km
349,Fiat Cronos 1.3 Drive Mt,$4.198.500,https://auto.mercadolibre.com.ar/MLA-1315070155-fiat-cronos-drive-13-mt-2023-0km-entrega-inmediata-_JM#position=12&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Mt,Plateado,Nafta,4,Manual,1.3,Sedán,0 km
350,Fiat Cronos 1.3 Drive Mt,$4.210.650,https://auto.mercadolibre.com.ar/MLA-1315108488-fiat-cronos-drive-13-mt-2023-0km-entrega-inmediata-_JM#position=13&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Mt,Plateado,Nafta,4,Manual,1.3,Sedán,0 km
351,Fiat Cronos 1.3 Drive Mt,$4.210.300,https://auto.mercadolibre.com.ar/MLA-1315108447-fiat-cronos-drive-13-mt-2023-0km-entrega-inmediata-_JM#position=14&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Mt,Plateado,Nafta,4,Manual,1.3,Sedán,0 km
352,Ram 1500 5.7 Laramie Atx V8,$24.570.000,https://auto.mercadolibre.com.ar/MLA-1314554311-ram-1500-slt-at8-57l-laramie-entrega-ya-conc-oficial-_JM#position=15&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,RAM,1500,2023,5.7 Laramie Atx V8,Blanco,Nafta,4,Automática,5.7,Pick-Up,0 km
353,Ram 1500 5.7 Laramie Atx V8,$25.740.000,https://auto.mercadolibre.com.ar/MLA-1314592808-ram-1500-_JM#position=16&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,RAM,1500,2023,5.7 Laramie Atx V8,Blanco,Nafta,4,Automática,5.7,Pick-Up,0 km
354,Fiat Pulse 1.0 Impetus T3 Cvt,$2.200.000,https://auto.mercadolibre.com.ar/MLA-1314553200-fiat-pulse-manual-automatica-0km-2023-contado-permutas-s-_JM#position=17&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Pulse,2023,1.0 Impetus T3 Cvt,Azul,Nafta,5,Automática,1.0,SUV,0 km
355,Citroën C3 1.6 16v Vti 115 Feel Pack,$4.791.620,https://auto.mercadolibre.com.ar/MLA-1314602968-nuevo-citroen-c3-0km-2023-feel-pack-no-fiat-renault-usado-fm-_JM#position=18&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Citroën,C3,2023,1.6 16v Vti 115 Feel Pack,Gris,Nafta,5,Manual,1.6,Hatchback,0 km
356,Fiat Toro 2.0 Ranch 4x4 At,$1.090.000,https://auto.mercadolibre.com.ar/MLA-1314548666-fiat-toro-ranch-4x4-fisica-y-freedon-plan-nac-sin-gastos--_JM#position=19&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Toro,2023,2.0 Ranch 4x4 At,Rojo,Diésel,4,Automática,2.0,Pick-Up,0 km
357,Jeep Compass 1.3 T270 Longitude Plus At6,$15.325.000,https://auto.mercadolibre.com.ar/MLA-1313928735-jeep-compass-longuitude-plus-t-270-13-at-_JM#position=20&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Jeep,Compass,2023,1.3 T270 Longitude Plus At6,Gris,Nafta,5,Automática,1.3,SUV,0 km
358,Fiat Pulse 1.0 Impetus T3 Cvt,$5.740.000,https://auto.mercadolibre.com.ar/MLA-1313922285-fiat-pulse-impetus-tomo-ka-mobi-cronos-partner-buen-precio-e-_JM#position=21&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Pulse,2023,1.0 Impetus T3 Cvt,Blanco,Nafta,5,Automática,1.0,SUV,0 km
359,Fiat Cronos 1.3 Attractive Mt,$3.950.000,https://auto.mercadolibre.com.ar/MLA-1314444926-fiat-cronos-2023-precio-contado-dolar-tomo-autos-usados-v-_JM#position=22&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Attractive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km
360,Fiat Cronos 1.3 Drive Mt,$3.990.000,https://auto.mercadolibre.com.ar/MLA-1313940894-fiat-cronos-al-mejor-precio-fisico-o-plan-nac-sgastos-_JM#position=23&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km
361,Volkswagen Amarok 3.0 V6 Extreme,$17.000.008,https://auto.mercadolibre.com.ar/MLA-1314444121-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b8-_JM#position=24&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2022,3.0 V6 Extreme,Gris,Diésel,4,Automática,3.0,Pick-Up,0 km
362,Volkswagen Amarok 3.0 V6 Extreme,$17.000.007,https://auto.mercadolibre.com.ar/MLA-1313940672-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b7-_JM#position=25&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2022,3.0 V6 Extreme,Gris,Diésel,4,Automática,3.0,Pick-Up,0 km
363,Volkswagen Amarok 3.0 V6 Extreme,$17.000.006,https://auto.mercadolibre.com.ar/MLA-1313927618-volkswagen-amarok-v6-extreme-nueva-precio-2022-full-autos-b6-_JM#position=26&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2022,3.0 V6 Extreme,Gris,Diésel,4,Automática,3.0,Pick-Up,0 km
364,Volkswagen Amarok 3.0 V6 Cd Highline,$14.900.006,https://auto.mercadolibre.com.ar/MLA-1313953574-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a6-_JM#position=27&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2022,3.0 V6 Cd Highline,Volkswagen Amarok V6 Highline 0km Precio Nueva Autos Full B1,Diésel,4,Automática,3.0,Pick-Up,0 km
365,Volkswagen Amarok 3.0 V6 Cd Highline,$14.900.005,https://auto.mercadolibre.com.ar/MLA-1313953558-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a5-_JM#position=28&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2022,3.0 V6 Cd Highline,Volkswagen Amarok V6 Highline 0km Precio Nueva Autos Full B1,Diésel,4,Automática,3.0,Pick-Up,0 km
366,Volkswagen Amarok 3.0 V6 Cd Highline,$14.900.004,https://auto.mercadolibre.com.ar/MLA-1313966516-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a4-_JM#position=29&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2022,3.0 V6 Cd Highline,Volkswagen Amarok V6 Highline 0km Precio Nueva Autos Full B1,Diésel,4,Automática,3.0,Pick-Up,0 km
367,Volkswagen Amarok 3.0 V6 Cd Highline,$14.900.003,https://auto.mercadolibre.com.ar/MLA-1313959969-volkswagen-amarok-v6-highline-0km-precio-2022-nueva-full-a3-_JM#position=30&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2022,3.0 V6 Cd Highline,Volkswagen Amarok V6 Highline 0km Precio Nueva Autos Full B1,Diésel,4,Automática,3.0,Pick-Up,0 km
368,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,$9.450.000,https://auto.mercadolibre.com.ar/MLA-1313946903-volkswagen-amarok-comfortline-0km-4x2-manual-precio-nueva-vw-_JM#position=31&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline,Blanco,Diésel,4,Manual,2.0,Pick-Up,0 km
369,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Highline Pack At,$12.350.000,https://auto.mercadolibre.com.ar/MLA-1313959924-volkswagen-amarok-highline-0km-4x2-automatica-precio-vw-full-_JM#position=32&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv 4x2 Highline Pack At,Negro,Diésel,4,Automática,2.0,Pick-Up,0 km
370,Fiat Cronos 1.3 Drive Mt,$4.200.000,https://auto.mercadolibre.com.ar/MLA-1313959066-cronos-drive-mt-13-fc-_JM#position=33&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km
371,Fiat Pulse 1.3 Drive Gse Cvt,$5.700.000,https://auto.mercadolibre.com.ar/MLA-1313583487-nueva-fiat-pulse-13-2023-permuta-2010-2011-2012-2012-ar-_JM#position=34&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Pulse,2023,1.3 Drive Gse Cvt,Azul,Nafta,5,Automática,1.3,SUV,0 km
372,Fiat Cronos 1.3 Drive Cvt,$4.580.250,https://auto.mercadolibre.com.ar/MLA-1313723018-fiat-cronos-drive-13-cvt-0km-2023-0km-entrega-inmediata-_JM#position=35&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Cvt,Plateado,Nafta,4,Automática,1.3,Sedán,0 km
373,Fiat Cronos 1.3 Drive Cvt,$4.590.500,https://auto.mercadolibre.com.ar/MLA-1313530424-fiat-cronos-drive-13-cvt-0km-2023-0km-entrega-inmediata-_JM#position=36&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Cvt,Blanco,Nafta,4,Automática,1.3,Sedán,0 km
374,Citroën Jumpy 1.6 L3 Hdi 115 Business Mixto,$8.878.000,https://auto.mercadolibre.com.ar/MLA-1313697364-citroen-jumpy-mixta-0km-darc-citroen-autos-_JM#position=37&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Citroën,Jumpy,2023,1.6 L3 Hdi 115 Business Mixto,Blanco,Diésel,3,Manual,1.6,Furgón,0 km
375,Fiat Cronos 1.3 Drive Mt,$4.200.560,https://auto.mercadolibre.com.ar/MLA-1313690918-fiat-cronos-drive-13-mt-0km-2023-0km-entrega-inmediata-_JM#position=38&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Fiat,Cronos,2023,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km
376,Citroën Jumpy 1.6 L3 Hdi 115 Business Mixto,$8.875.000,https://auto.mercadolibre.com.ar/MLA-1313690797-citroen-jumpy-mixta-0km-darc-citroen-autos-_JM#position=39&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Citroën,Jumpy,2023,1.6 L3 Hdi 115 Business Mixto,Blanco,Diésel,3,Manual,1.6,Furgón,0 km
377,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,$5.725.000,https://auto.mercadolibre.com.ar/MLA-1313729107-citroen-c4-cactus-feel-pack-plus-0km-darc-autos-_JM#position=40&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Citroën,C4 Cactus,2023,1.6 Vti 115 Feel Pk,Blanco,Nafta,5,Manual,1.6,SUV,0 km
378,Toyota Etios 1.5 Sedan Xls,$4.140.000,https://auto.mercadolibre.com.ar/MLA-1313697087-toyota-etios-xls-pack-manual-4-puertas-my23-_JM#position=41&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Toyota,Etios,2023,1.5 Sedan Xls,Blanco,Nafta,4,Manual,1.5,Sedán,0 km
379,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,$5.720.000,https://auto.mercadolibre.com.ar/MLA-1313581111-citroen-c4-cactus-feel-pack-plus-0km-darc-autos-_JM#position=42&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Citroën,C4 Cactus,2023,1.6 Vti 115 Feel Pk,Blanco,Nafta,5,Manual,1.6,SUV,0 km
380,Toyota Etios 1.5 Sedan X,$3.536.000,https://auto.mercadolibre.com.ar/MLA-1313299499-toyota-etios-x-manual-4-puertas-my23-_JM#position=43&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Toyota,Etios,2023,1.5 Sedan X,Blanco,Nafta,4,Manual,1.5,Sedán,0 km
381,Citroën C4 Cactus 1.6 Vti 115 Feel Pk,$5.721.000,https://auto.mercadolibre.com.ar/MLA-1313696925-citroen-c4-cactus-feel-pack-plus-manual-0km-darc-autos-_JM#position=44&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Citroën,C4 Cactus,2023,1.6 Vti 115 Feel Pk,Blanco,Nafta,5,Manual,1.6,SUV,0 km
382,Citroën C3 1.6 Vti 115 At6 Feel,$3.300.000,https://auto.mercadolibre.com.ar/MLA-1313670881-citroen-c3-vti-115-eat6-feel-pack-0km-darc-citroen-_JM#position=45&search_layout=grid&type=item&tracking_id=84db4af0-8403-4942-84ff-e918c2728469,Citroën,C3,2023,1.6 Vti 115 At6 Feel,Azul,Nafta,5,Automática,1.6,Hatchback,0 km
