,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork,km
1041,Peugeot 5008 2.0 Allure Plus Hdi Tiptronic,$18.500.000,https://auto.mercadolibre.com.ar/MLA-1249116754-peugeot-5008-allure-okm-2023-walter-_JM#position=24&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Peugeot,5008,2022,2.0 Allure Plus Hdi Tiptronic,Blanco,Diésel,5,Automática,2.0,Monovolumen,0 km
1042,Carrito Golf Inalambrico Sunra Electrico Carro  Litio,$355.000,https://moto.mercadolibre.com.ar/MLA-910321185-carrito-golf-inalambrico-sunra-electrico-carro-litio-_JM#position=25&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Scooters,Sunra,GOLF CART LITIO,2021,0 cc,0 km,200 W,.,.,.,.
1043,Nissan Frontier 2.3bt Pro4x 4x4 At L22,$14.000.100,https://auto.mercadolibre.com.ar/MLA-1239468581-nissan-frontier-pro4x-4x4-at-23-d-cd-my22-0km-sendai-_JM#position=26&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Nissan,Frontier,2022,2.3bt Pro4x 4x4 At L22,Negro,Diésel,4,Automática,2.3,Pick-Up,0 km
1044,Nissan Versa 1.6 Exclusive At,$6.508.600,https://auto.mercadolibre.com.ar/MLA-936004244-nissan-versa-exclusive-cvt-cesar-_JM#position=27&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Nissan,Versa,2021,1.6 Exclusive At,Blanco,Nafta,4,Automática,1.6,Sedán,0 km
1045,Nissan Frontier 2.3bt Pro4x 4x4 At L22,$14.040.000,https://auto.mercadolibre.com.ar/MLA-1166851019-nissan-frontier-2023-23bt-pro4x-4x4-at-l22-_JM#position=28&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Nissan,Frontier,2023,2.3bt Pro4x 4x4 At L22,Negro,Diésel,4,Automática,2.3,Pick-Up,0 km
1046,Volkswagen Nivus Trendline,$6.059.000,https://auto.mercadolibre.com.ar/MLA-1194785028-volkswagen-nivus-trendline-170-tsi-mt-my23-0km-29-_JM#position=29&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Volkswagen,Nivus,2022,Trendline,Plateado,Nafta,4,Manual,1.0,SUV,0 km
1047,Nissan Kicks 1.6 Sense 120cv,$5.139.990,https://auto.mercadolibre.com.ar/MLA-1139301652-nissan-kicks-2023-16-sense-120cv-_JM#position=30&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Nissan,Kicks,2023,1.6 Sense 120cv,Plateado,Nafta,5,Manual,1.6,Hatchback,0 km
1048,Citroën Berlingo 1.6 Hdi 92 Bussines,$2.965.000,https://auto.mercadolibre.com.ar/MLA-1292118685-citron-berlingo-2023-16-hdi-92-bussines-_JM#position=31&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Citroën,Berlingo,2023,1.6 Hdi 92 Bussines,Blanco,Diésel,3,Manual,1.6,Furgón,0 km
1049,Jeep Renegade Sport 1.8 Mt,$6.960.000,https://auto.mercadolibre.com.ar/MLA-1298456309-jeep-renegade-2023-h-_JM#position=32&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Jeep,Renegade,2023,SPORT 1.8 MT,Blanco,Nafta,5,Manual,1.8 16 v 130 cv,SUV,0 km
1050,Fiat Fiorino 1.4 Fire Evo 87cv,$2.169.123,https://auto.mercadolibre.com.ar/MLA-925001194-fiat-fiorino-fire-0km-minimos-requicitos-sacala-ya--_JM#position=33&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Fiat,Fiorino,2021,1.4 Fire Evo 87cv,Negro,Nafta,3,Manual,1.4,Furgón,0 km
1051,Renault Duster Zen,$5.720.000,https://auto.mercadolibre.com.ar/MLA-1141078064-renault-duster-intens-16-cvt-0km-_JM#position=34&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Renault,Duster,2021,Zen,Azul,Nafta,5,Manual,1.6,SUV,0 km
1052,Peugeot 208 1.6l Feline Tiptronic,$6.742.000,https://auto.mercadolibre.com.ar/MLA-1232689992-peugeot-208-16l-feline-tiptronic-_JM#position=35&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Peugeot,208,2022,1.6l Feline Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,0 km
1053,Volkswagen Amarok V6 Highline,$13.600.000,https://auto.mercadolibre.com.ar/MLA-1198315029-volkswagen-amarok-v6-highline-258cv-my23-53-_JM#position=36&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Volkswagen,Amarok,2023,V6 Highline,Gris,Diésel,4,Automática secuencial,V6 3.0 258 CV,Pick-Up,0 km
1054,Chevrolet Tracker 1.2 Ltz Turbo At,$7.449.900,https://auto.mercadolibre.com.ar/MLA-1143794442-chevrolet-tracker-12-turbo-ltz-2023-aut-0-km-_JM#position=37&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Chevrolet,Tracker,2021,1.2 Ltz Turbo At,Plateado,Nafta,5,Automática,1.2,SUV,0 km
1055,Ford Ranger Limited,$12.605.000,https://auto.mercadolibre.com.ar/MLA-1307895457-ford-ranger-limited-32-4x4-at-disponible-en-stock-ds-_JM#position=38&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Ford,Ranger,2023,Limited,Azul,Diésel,5,Automática,3.2 TURBO DIESEL,Pick-Up,0 km
1056,Chevrolet Onix 1.0 T Rs,$4.990.000,https://auto.mercadolibre.com.ar/MLA-1161568954-chevrolet-onix-rs-10-turbo-2022-5-ptas-nuevo-ma1-_JM#position=39&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Chevrolet,ONIX 1.0 T,2022,RS,Rojo,Nafta,5,Manual,1.0,Hatchback,0 km
1057,Jeep Renegade Longitude,$11.450.000,https://auto.mercadolibre.com.ar/MLA-1294245877-jeep-renegade-longitude-turbo-my23-_JM#position=40&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Jeep,Renegade,2023,LONGITUDE,Gris,Nafta,5,Automática secuencial,1.3 Turno,SUV,0 km
1058,Fiat Cronos Cronos 1.3 Drive S-desing,$4.365.000,https://auto.mercadolibre.com.ar/MLA-1132432735-fiat-cronos-13-drive-s-desing-mt-2023-_JM#position=41&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Fiat,Cronos,2022,CRONOS 1.3 DRIVE S-DESING,Negro,Nafta,4,Manual,1.3,Sedán,0 km
1059,Fiat Argo 1.3 Drive Gse Manual,$4.200.000,https://auto.mercadolibre.com.ar/MLA-923897903-fiat-cronos-s-design-0km-2023-tomo-usado--_JM#position=42&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Fiat,Argo,2021,1.3 Drive Gse Manual,Gris,Nafta/GNC,5,Manual,1.3,Hatchback,0 km
1060,Renault Kangoo Ii Express Confort 1.6 Sce,$5.010.000,https://auto.mercadolibre.com.ar/MLA-1307019857-renault-kangoo-ii-express-confort-16-2a-oportunidad-jl-_JM#position=43&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Renault,Kangoo,2022,Ii Express Confort 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón,0 km
1061,Fiat Toro 1.8 Freedom,$6.200.000,https://auto.mercadolibre.com.ar/MLA-1299906015-fiat-toro-2023-0km-financiada-de-contado-tomo-permuta-2012-p-_JM#position=44&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Fiat,Toro,2022,1.8 Freedom,Negro,Nafta,4,Automática,1.8,Pick-Up,0 km
1062,Chevrolet Trailblazer 2.8 Nueva Ltz Tdci 200cv,$19.100.000,https://auto.mercadolibre.com.ar/MLA-1198417870-chevrolet-trailblazer-28-td-entraga-ya-ld-5-_JM#position=45&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Chevrolet,Trailblazer,2022,2.8 Nueva Ltz Tdci 200cv,Azul,Diésel,5,Automática,2.8,SUV,0 km
1063,Nissan Sentra 2.0 Advance,$7.573.100,https://auto.mercadolibre.com.ar/MLA-936001653-nissan-sentra-advance-cvt-juan-carlos-_JM#position=46&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Nissan,Sentra,2021,2.0 Advance,Gris,Nafta,4,Manual,2.0,Sedán,0 km
1064,Renault Sandero Zen,$3.450.000,https://auto.mercadolibre.com.ar/MLA-1126207831-renault-sandero-16-16v-zen-modelo-2022jp-_JM#position=47&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Renault,Sandero,2022,Zen,Blanco,Nafta,5,Manual,1.6,Hatchback,0 km
1065,Citroën C3 1.6 Vti 115 At6 Feel,$4.851.000,https://auto.mercadolibre.com.ar/MLA-1255315752-nuevo-citron-c3-feel-16-at-0km-financio-tomo-usado-moto-2--_JM#position=48&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Citroën,C3,2022,1.6 Vti 115 At6 Feel,Blanco,Nafta,5,Automática,1.6,Hatchback,0 km
1066,Volkswagen T-cross Trendline,$5.479.999,https://auto.mercadolibre.com.ar/MLA-901496438-volkswagen-t-cross-trendline-16-md-_JM#position=49&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Volkswagen,T-Cross,2021,Trendline,Gris,Nafta,5,Manual,1.6,SUV,0 km
1067,Shineray T30 T30 Dual,$7.000.000,https://auto.mercadolibre.com.ar/MLA-1137200080-shineray-t30-15-dual-csimple-entrega-inmediata-y-cuotas-_JM#position=50&search_layout=stack&type=item&tracking_id=7f03b846-0412-43fa-9f71-b32c80a7a930,Shineray,T30,2022,T30 Dual,Blanco,Nafta,2,Manual,Light Truck,0 km,.
1068,Peugeot 208 1.6l Feline Tiptronic,$6.742.000,https://auto.mercadolibre.com.ar/MLA-1172544126-peugeot-208-feline-0km-darc-peugeot-autos-_JM#position=1&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Peugeot,208,2023,1.6l Feline Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,0 km
1069,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline 4x4,$11.750.000,https://auto.mercadolibre.com.ar/MLA-1150756723-volkswagen-amarok-20-comfortline-4x4-mt-2023-entr-inmediata-_JM#position=2&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline 4x4,Blanco,Diésel,4,Manual,2.0,Pick-Up,0 km
1070,Volkswagen Nivus Comfortline 200tsi,$5.680.000,https://auto.mercadolibre.com.ar/MLA-1259259283-volkswagen-nivus-comfortline-200tsi-at-0km-2023-pestelli-_JM#position=3&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Volkswagen,Nivus,2022,Comfortline 200TSI,Blanco,Nafta,4,Automática,1.0,SUV,0 km
1071,Chevrolet Onix 1.4 Black Edition 1.4,$3.554.999,https://auto.mercadolibre.com.ar/MLA-1160357037-chevrolet-onix-joy-14-nafta-manual-5-puertas-gn-_JM#position=4&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Chevrolet,Onix,2022,1.4 Black Edition 1.4,Blanco,Nafta,5,Manual,1.4,Hatchback,0 km
1072,Toyota Hilux 2.4 Cd Sr 150cv 4x2,$8.883.000,https://auto.mercadolibre.com.ar/MLA-1148597033-toyota-hilux-4x2-24tdi-sr-6mt-_JM#position=5&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Toyota,Hilux,2022,2.4 Cd Sr 150cv 4x2,Rojo,Diésel,4,Manual,2.4,Pick-Up,0 km
1073,Fiat Strada 1.4 8v Endurance Cd,$4.000.000,https://auto.mercadolibre.com.ar/MLA-1151930403-strada-endurance-14-8v-cabina-doble-mejor-precio-teff-_JM#position=6&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Fiat,Strada,2022,1.4 8v Endurance Cd,Plateado,Nafta,3,Manual,1.4,Pick-Up,0 km
1074,Fiat Cronos 1.3 Gse Drive Pack Conectividad,$2.600.000,https://auto.mercadolibre.com.ar/MLA-1287632098-nuevo-fiat-cronos-automatico-cvt-13-tomo-palio-suran-gol-jp-_JM#position=7&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Gris,Nafta,4,Manual,1.3,Sedán,0 km
1075,Audi Q3 2.0 Tfsi Stronic Quattro 220cv,U$S101.900,https://auto.mercadolibre.com.ar/MLA-1300933372-audi-q3-2022-nuevo-2023-usado-0km-2021-sportback-q5-offroad-_JM#position=8&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Audi,Q3,2022,2.0 Tfsi Stronic Quattro 220cv,Blanco,Nafta,5,Automática,2.0,SUV,0 km
1076,Chevrolet Cruze 5 Rs,$6.145.900,https://auto.mercadolibre.com.ar/MLA-1187757067-chevrolet-cruze-5pt-rs-oportunidad-compra-directa-ea-_JM#position=9&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Chevrolet,Cruze 5,2023,RS,Rojo,Nafta,5,Automática,Hatchback,0 km,.
1077,Peugeot 208 1.6l Feline Tiptronic,$6.742.200,https://auto.mercadolibre.com.ar/MLA-1226003939-peugeot-208-feline-tiptronic-0km-darc-peugeot-autos-_JM#position=10&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Peugeot,208,2023,1.6l Feline Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,0 km
1078,Fiat Toro 1.8 170 E-torq Evo Freedom At6,$7.100.000,https://auto.mercadolibre.com.ar/MLA-1302531412-fiat-toro-2023-tomo-2019-2020-2021-mejor-precio-contado-jp-_JM#position=11&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Fiat,Toro,2022,1.8 170 E-torq Evo Freedom At6,Azul,Nafta,4,Automática,1.8,Pick-Up,0 km
1079,Nissan Frontier 2.3bt X-gear 4x4 At L22,$11.332.800,https://auto.mercadolibre.com.ar/MLA-1148400247-nissan-frontier-2023-23bt-x-gear-4x4-at-l22-_JM#position=12&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Nissan,Frontier,2023,2.3bt X-gear 4x4 At L22,Gris,Diésel,4,Automática,2.3,Pick-Up,0 km
1080,Renault Duster 2.0 Ph2 4x2 Privilege,$5.300.000,https://auto.mercadolibre.com.ar/MLA-1297857575-nueva-renault-duster-iconic-13t-4x2-cvt-tl-_JM#position=13&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Renault,Duster,2022,2.0 Ph2 4x2 Privilege,Gris,Nafta,5,Manual,2.0,SUV,0 km
1081,Renault Captur 1.6 Intens Cvt,$6.800.000,https://auto.mercadolibre.com.ar/MLA-1298787284-renault-captur-intens-2021-2000000-24c-18-sin-roda-cna-_JM#position=14&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Renault,Captur,2022,1.6 Intens Cvt,Plateado,Nafta,5,Automática,1.6,SUV,0 km
1082,Mercedes-benz Clase C 300,U$S114.900,https://auto.mercadolibre.com.ar/MLA-1308084442-mercedes-benz-c300-2023-0km-autopremium-_JM#position=15&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Mercedes-Benz,Clase C,2023,300,Gris,Nafta,4,Automática,1000 km,.,.
1083,Nissan Frontier 2.3bt Xe 4x4 Mt L22,$11.558.200,https://auto.mercadolibre.com.ar/MLA-1239138463-nissan-frontier-xe-4x4-mt-0km-nissan-sendai-_JM#position=16&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Nissan,Frontier,2022,2.3bt Xe 4x4 Mt L22,Plateado,Diésel,4,Automática,2.3,Pick-Up,0 km
1084,Peugeot 5008 2.0 Allure Plus Hdi Tiptronic,$17.497.500,https://auto.mercadolibre.com.ar/MLA-1302516281-5008-allure-plus-j-_JM#position=17&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Peugeot,5008,2022,2.0 Allure Plus Hdi Tiptronic,Blanco,Diésel,5,Automática,2.0,Monovolumen,0 km
1085,Jeep Renegade 1.8 Sport,$6.994.000,https://auto.mercadolibre.com.ar/MLA-910091614-jeep-renegade-sport-18-at6-okm-2022-entrega-inmediata-13-_JM#position=18&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Jeep,Renegade,2021,1.8 Sport,Gris,Nafta,5,Manual,1.8,SUV,0 km
1086,Chevrolet S10 Z71,$10.680.000,https://auto.mercadolibre.com.ar/MLA-1134032317-chevrolet-s10-z71-dc-28-ctdi-200cv-entrega-inmediata2022-as-_JM#position=19&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Chevrolet,S10,2022,Z71,Blanco,Diésel,5,Automática,2.8,Pick-Up,0 km
1087,Volkswagen Polo 1.4 Tsi Gts,$7.900.000,https://auto.mercadolibre.com.ar/MLA-925178695-volkswagen-polo-14-tsi-gts-2023-_JM#position=20&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Volkswagen,Polo,2021,1.4 Tsi Gts,Blanco,Nafta,5,Automática,1.4,Hatchback,0 km
1088,Volkswagen Polo Trend,$4.300.250,https://auto.mercadolibre.com.ar/MLA-1206565071-volkswagen-polo-trend-16-msi-manual-my22-mb-_JM#position=21&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Volkswagen,Polo,2022,trend,Plateado,Nafta,5,0 km,.,.,.
1089,Toyota Hilux Sr 2.8  Dc Tdi 6 Mt,$10.649.000,https://auto.mercadolibre.com.ar/MLA-935677748-toyota-hilux-4x4-dc-sr-28-tdi-6-mt-_JM#position=22&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Toyota,Hilux,2022,SR 2.8 DC TDI 6 MT,Gris,Diésel,4,Manual,2.8,Pick-Up,0 km
1090,Nissan Frontier 2.3bt Pro4x 4x4 At L22,$14.039.400,https://auto.mercadolibre.com.ar/MLA-1148413891-nissan-frontier-2023-23bt-pro4x-4x4-at-l22-_JM#position=23&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Nissan,Frontier,2023,2.3bt Pro4x 4x4 At L22,Gris,Diésel,4,Automática,2.3,Pick-Up,0 km
1091,Ram 1500 5.7 Laramie Atx V8,$25.951.000,https://auto.mercadolibre.com.ar/MLA-1299155410-ram-1500-2023-h-_JM#position=24&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,RAM,1500,2022,5.7 Laramie Atx V8,Negro,Nafta,4,Automática,5.7,Pick-Up,0 km
1092,Nissan Frontier 2.3 S Cd 4x4 Mt,$8.897.100,https://auto.mercadolibre.com.ar/MLA-1317220345-nissan-frontier-s-4x4-mt-l-_JM#position=25&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Nissan,Frontier,2023,2.3 S Cd 4x4 Mt,Gris,Diésel,4,Manual,2.3,Pick-Up,0 km
1093,Nissan Sentra 2.0 Sr,$9.274.800,https://auto.mercadolibre.com.ar/MLA-936001765-nissan-sentra-sr-automatico-cvt-20-cesar-_JM#position=26&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Nissan,Sentra,2021,2.0 Sr,Blanco,Nafta,4,Automática,2.0,Sedán,0 km
1094,Fiat Fiorino 1.4 Fire Evo 87cv,$3.990.100,https://auto.mercadolibre.com.ar/MLA-1104202354-nueva-fiat-fiorino-14-gnc-0km-2023-financio-y-tomo-usado-3--_JM#position=27&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Fiat,Fiorino,2021,1.4 Fire Evo 87cv,Blanco,Nafta,3,Manual,1.4,Furgón,0 km
1095,Renault Alaskan 2.3 Bit 16v Emotion Mt 4x2,$9.699.000,https://auto.mercadolibre.com.ar/MLA-1156988195-renault-alaskan-emotion-4x2-2023-entrega-inmediata-sfp-_JM#position=28&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Renault,ALASKAN,2022,2.3 Bit 16v Emotion Mt 4x2,Negro,Diésel,4,Manual,2.3,Pick-Up,0 km
1096,Volkswagen Nivus 1.0 Tsi 170 Mt Confortline,$6.350.000,https://auto.mercadolibre.com.ar/MLA-1198487974-volkswagen-nivus-trendline-170-tsi-mt-2023-02-_JM#position=29&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Volkswagen,Nivus,2022,1.0 Tsi 170 Mt Confortline,Negro,Nafta,5,Manual,1.0,SUV,0 km
1097,Toyota Yaris 1.5 107cv Xls,$3.200.000,https://auto.mercadolibre.com.ar/MLA-1159196864-toyota-yaris-2022-15-107cv-xls-_JM#position=30&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Toyota,Yaris,2022,1.5 107cv Xls,Rojo,Nafta,5,Manual,1.5,Hatchback,0 km
1098,Peugeot 208 1.6l Allure,$2.650.000,https://auto.mercadolibre.com.ar/MLA-1257383349-peugeot-208-2023-16l-allure-_JM#position=31&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Peugeot,208,2023,1.6l Allure,Plateado,Nafta,5,Manual,1.6,Hatchback,0 km
1099,Jeep Compass 1.3 T270 Sport,$9.465.500,https://auto.mercadolibre.com.ar/MLA-1146136257-jeep-compass-sport-13t-270-at6-nafta-entrega-inmediata-_JM#position=32&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Jeep,Compass,2022,1.3 T270 Sport,Negro,Nafta,5,Automática,1.3,SUV,0 km
1100,Peugeot 2008 1.6 Active Am20,$4.890.500,https://auto.mercadolibre.com.ar/MLA-1145708393-peugeot-2008-feline-16-2022-0km-d--_JM#position=33&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Peugeot,2008,2022,1.6 Active am20,Blanco,Nafta,5,Manual,1.6,SUV,0 km
1101,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,$9.100.000,https://auto.mercadolibre.com.ar/MLA-1147478679-amarok-comfortline-entrega-inmediata-congela-precio-0km-lb-_JM#position=34&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline,Blanco,Diésel,4,Manual,2.0,Pick-Up,0 km
1102,Nissan Frontier 2.3t Xe 4x2 At L22,$9.899.800,https://auto.mercadolibre.com.ar/MLA-1176211297-nissan-frontier-xe-4x2-at-cesar-_JM#position=35&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Nissan,Frontier,2022,2.3t Xe 4x2 At L22,Plateado,Diésel,4,Automática,2.3,Pick-Up,0 km
1103,Renault Duster Oroch Iconic 1.3 Cvt,$8.502.700,https://auto.mercadolibre.com.ar/MLA-1169023770-renault-duster-oroch-iconic-13-tce-163-2wd-cvt-_JM#position=36&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Renault,Duster Oroch,2022,ICONIC 1.3 CVT,Rojo,Nafta,4,Automática,1.3,Pick-Up,0 km
1104,Renault Duster 1.6 Ph2 4x2 Dynamique 110cv,$5.508.700,https://auto.mercadolibre.com.ar/MLA-1284272256-renault-nueva-duster-zen-16-okm-oportunidad-stock-mb-_JM#position=37&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Renault,Duster,2022,1.6 Ph2 4x2 Dynamique 110cv,Blanco,Nafta,5,Manual,1.6,SUV,0 km
1105,Nissan Leaf Exclusive,$17.037.900,https://auto.mercadolibre.com.ar/MLA-1316681359-nissan-leaf-electrico-2023-_JM#position=38&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Nissan,Leaf,2023,Exclusive,Gris,Eléctrico,5,Automática,Hatchback,0 km,.
1106,Toyota Hilux 2.8 Cd Sr 177cv 4x4,$10.649.000,https://auto.mercadolibre.com.ar/MLA-922437116-toyota-hilux-4x4-28tdi-sr-_JM#position=39&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Toyota,Hilux,2021,2.8 Cd Sr 177cv 4x4,Blanco,Diésel,4,Manual,2.8,Pick-Up,0 km
1107,Volkswagen Amarok 3.0 V6 Extreme,$16.100.000,https://auto.mercadolibre.com.ar/MLA-1259988378-volkswagen-amarok-2023-30-v6-extreme-_JM#position=40&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Volkswagen,Amarok,2023,3.0 V6 Extreme,Azul,Diésel,4,Automática,3.0,Pick-Up,0 km
1108,Toyota Etios 1.5 X 6mt My19,$3.428.000,https://auto.mercadolibre.com.ar/MLA-1313527947-toyota-etios-x-manual-5-puertas-my23-_JM#position=41&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Toyota,Etios,2023,1.5 X 6mt My19,Blanco,Nafta,5,Manual,1.5,Hatchback,0 km
1109,Chevrolet Cruze Ii 1.4 Ltz At 153cv,$5.670.900,https://auto.mercadolibre.com.ar/MLA-1149768749-cruze-lt-automatico-4-puertas-go-_JM#position=42&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Chevrolet,Cruze II,2022,1.4 Ltz At 153cv,Gris,Nafta,5,Automática,1.4,Hatchback,0 km
1110,Nissan Frontier 2.3 S Cd 4x2 Mt,$8.500.000,https://auto.mercadolibre.com.ar/MLA-1171068691-frontier-s-4x2-mt-cesar-_JM#position=43&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Nissan,Frontier,2022,2.3 S Cd 4x2 Mt,Blanco,Diésel,4,Manual,2.3,Pick-Up,0 km
1111,Bmw Serie 4 2.0 430i Coupe Sport 252cv,U$S109.000,https://auto.mercadolibre.com.ar/MLA-1198407230-bmw-coupe-430-m-2022-bremen-motors-_JM#position=44&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,BMW,Serie 4,2022,2.0 430i Coupe Sport 252cv,Blanco,Nafta,2,Automática,2.0,Coupé,0 km
1112,Renault Duster Iconic,$5.592.200,https://auto.mercadolibre.com.ar/MLA-1280456662-duster-iconic-13-cvt-okm-2023-rt-_JM#position=45&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Renault,Duster,2022,ICONIC,Blanco,Nafta,5,1.3,Sedán,0 km,.
