,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork,km
403,Chevrolet Agile 1.4 Ls,$2.889.900,https://auto.mercadolibre.com.ar/MLA-1289297039-chevrolet-agile-ls-2017-5p-14-no-onix-cobalt-up-mobi-tipo-_JM#position=20&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Chevrolet,Agile,2017,1.4 Ls,Blanco,Nafta,5,Manual,1.4,Hatchback,64000 km
404,Audi Q2 2.0 Tfsi Stronic Sport Quattro,U$S42.990,https://auto.mercadolibre.com.ar/MLA-1289244518-audi-q2-q3-20t-stronic-automatic-quattro-4x4-usada-2019-202-_JM#position=21&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Audi,Q2,2019,2.0 Tfsi Stronic Sport Quattro,Gris,Nafta,5,Automática,2.0,SUV,65000 km
405,Bmw Serie 2 2.0 220i Sport Line 184cv,U$S32.000,https://auto.mercadolibre.com.ar/MLA-1288645461-bmw-220i-sport-line-2015-speed-motors-_JM#position=22&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,BMW,Serie 2,2015,2.0 220i Sport Line 184cv,Nafta,2,Automática,2.0,Coupé,90000 km,.
406,Volkswagen Virtus 1.6 Msi Trendline,$4.680.000,https://auto.mercadolibre.com.ar/MLA-1288649061-volkswagen-virtus-tomo-tu-cronos-fox-pulse-captur-clio-ka-_JM#position=23&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Volkswagen,Virtus,2022,1.6 Msi Trendline,Nafta,4,Manual,1.6,Sedán,1111 km,.
407,Chevrolet Agile 1.4 Ls Spirit,$1.950.000,https://auto.mercadolibre.com.ar/MLA-1288622045-chevrolet-agile-14-ltz-2012-gnc-concesionario-oficial-lp-_JM#position=24&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Chevrolet,Agile,2012,1.4 Ls Spirit,Gris,Nafta/GNC,5,Manual,1.4,Hatchback,198000 km
408,Ford Fiesta Kinetic Design 1.6 S Plus,$3.350.000,https://auto.mercadolibre.com.ar/MLA-1288628370-ford-fiesta-16-gnc-plus-2017-concesionario-oficial-lp-_JM#position=25&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Ford,Fiesta Kinetic Design,2017,1.6 S Plus,Gris,Nafta/GNC,5,Manual,1.6,Hatchback,77000 km
409,Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,$3.450.000,https://auto.mercadolibre.com.ar/MLA-1288654875-ford-fiesta-titanium-2014-_JM#position=26&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Ford,Fiesta Kinetic Design,2014,1.6 Design 120cv Titanium,Gris,Nafta,5,Manual,1.6,Hatchback,106000 km
410,Volkswagen Sharan 2.0 Highline Tsi 200cv Dsg,$7.900.000,https://auto.mercadolibre.com.ar/MLA-1288360203-volkswagen-sharan-2014-20-highline-tsi-200cv-dsg-_JM#position=27&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Volkswagen,Sharan,2014,2.0 Highline Tsi 200cv Dsg,Nafta,5,Automática,2.0,Monovolumen,66000 km,.
411,Nissan Kicks 1.6 Advance 120cv,$5.500.000,https://auto.mercadolibre.com.ar/MLA-1288334197-nissan-kicks-2018-16-advance-120cv-_JM#position=28&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Nissan,Kicks,2018,1.6 Advance 120cv,Nafta,5,Manual,1.6,Hatchback,95000 km,.
412,Nissan Sentra 2.0 Sr,$8.350.000,https://auto.mercadolibre.com.ar/MLA-1288033278-nissan-sentra-2020-20-sr-_JM#position=29&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Nissan,Sentra,2020,2.0 Sr,Blanco,Nafta,4,Automática,2.0,Sedán,30000 km
413,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,$7.100.000,https://auto.mercadolibre.com.ar/MLA-1288333663-volkswagen-amarok-confortline-mt-_JM#position=30&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Volkswagen,Amarok,2017,2.0 Cd Tdi 180cv Comfortline,Gris,Diésel,4,Manual,2.0,Pick-Up,146000 km
414,Mitsubishi L200 2.4 Di-d High Power 181cv Cuero,$9.200.000,https://auto.mercadolibre.com.ar/MLA-1288006177-mitsubishi-l200-sportero-common-rail-ano-2018-liv-motors-_JM#position=31&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Mitsubishi,L200,2018,2.4 Di-d High Power 181cv Cuero,Rojo,Diésel,4,Automática,2.4,Pick-Up,62000 km
415,Renault Sandero Stepway 1.6 Privilege 105cv,$3.250.000,https://auto.mercadolibre.com.ar/MLA-1287999618-renault-sandero-stepway-16-privilege-_JM#position=32&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Renault,Sandero Stepway,2015,1.6 Privilege 105cv,Blanco,Nafta,5,Manual,1.6,Hatchback,93000 km
416,Volkswagen Suran 1.6 Comfortline 101cv 11a,$2.690.000,https://auto.mercadolibre.com.ar/MLA-1288012026-vw-volkswagen-suran-2010-comfortline-abasto-motors-_JM#position=33&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Volkswagen,Suran,2010,1.6 Comfortline 101cv 11a,Gris,Nafta,5,Manual,1.6,Monovolumen,110000 km
417,Renault Captur 1.6 Intens Cvt,$5.610.000,https://auto.mercadolibre.com.ar/MLA-1287984170-renault-captur-16-intens-cvt-ano-2018-liv-motors-_JM#position=34&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Renault,Captur,2018,1.6 Intens Cvt,Rojo,Nafta,5,Automática,1.6,SUV,55000 km
418,Peugeot 5008 1.6 Allure Plus 156cv,$3.900.000,https://auto.mercadolibre.com.ar/MLA-1288035454-peugeot-5008-2013-16-allure-plus-156cv-_JM#position=35&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Peugeot,5008,2013,1.6 Allure Plus 156cv,Gris,Nafta,5,Manual,1.6,Monovolumen,119000 km
419,Peugeot 308 2.0 Feline 143cv,$3.980.000,https://auto.mercadolibre.com.ar/MLA-1287983309-peugeot-308-2014-20-feline-143cv-segundo-dueno-_JM#position=36&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Peugeot,308,2014,2.0 Feline 143cv,Blanco,Nafta,5,Manual,2.0,Hatchback,95000 km
420,Jeep Renegade 1.8 Sport At Plus,U$S22.300,https://auto.mercadolibre.com.ar/MLA-1287640743-jeep-renegade-18-sport-at-4x2-_JM#position=37&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Jeep,Renegade,2021,1.8 Sport At Plus,Gris,Nafta,5,Automática,1.8,SUV,32000 km
421,Ford Ecosport 1.6 Se 110cv 4x2,$4.199.900,https://auto.mercadolibre.com.ar/MLA-1287865937-ford-ecosport-2017-16-se-110cv-4x2-_JM#position=38&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Ford,Ecosport,2017,1.6 Se 110cv 4x2,Negro,Nafta,5,Manual,1.6,SUV,60000 km
422,Honda Hr-v 1.8 Ex 2wd Cvt L20,U$S26.900,https://auto.mercadolibre.com.ar/MLA-1287607314-honda-hr-v-2021-18-ex-2wd-cvt-l20-_JM#position=39&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Honda,HR-V,2021,1.8 Ex 2wd Cvt l20,Gris,Nafta,5,Automática,1.8,SUV,19900 km
423,Mercedes-benz Clase Gla 1.6 Gla250 Amg-line 211cv,U$S43.900,https://auto.mercadolibre.com.ar/MLA-1287625374-mercedes-benz-gla-250-4matic-2017-_JM#position=40&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Mercedes-Benz,Clase GLA,2017,1.6 Gla250 Amg-line 211cv,Gris,Nafta,5,Automática,1.6,SUV,36000 km
424,Kia Sorento 2.4 Ex 4x4 6at,$6.000.000,https://auto.mercadolibre.com.ar/MLA-1287056785-kia-sorento-2012-ex-24l-4x4-_JM#position=41&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Kia,Sorento,2012,2.4 Ex 4x4 6at,Plateado,Nafta,5,Automática,2.4,SUV,123500 km
425,Ford Ranger 3.2 Cd Xls Tdci 200cv Manual 4x2,$10.200.000,https://auto.mercadolibre.com.ar/MLA-1287056692-ford-ranger-32-4x2-200-hp-_JM#position=42&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Ford,Ranger,2022,3.2 Cd Xls Tdci 200cv Manual 4x2,Gris,Diésel,4,Manual,3.2,Pick-Up,13000 km
426,Bmw Serie 2 3.0 240i M Package,U$S86.900,https://auto.mercadolibre.com.ar/MLA-1287217337-bmw-serie-2-30-240i-m-package-2021-car-cash-_JM#position=43&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,BMW,Serie 2,2021,3.0 240i M Package,Azul,Nafta,2,Automática,3.0,Coupé,2500 km
427,Chevrolet Cruze Ii 1.4 Ltz At 153cv,$4.948.990,https://auto.mercadolibre.com.ar/MLA-1287049319-chevrolet-cruze-4p-14-turbo-ltz-ph-_JM#position=44&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Chevrolet,Cruze II,2017,1.4 Ltz At 153cv,Gris,Nafta,5,Automática,1.4,Hatchback,97209 km
428,Renault Duster Oroch 1.6 Dynamique,$4.999.900,https://auto.mercadolibre.com.ar/MLA-1287055746-renault-duster-oroch-2019-16-dynamique-no-outsider-plus-16-_JM#position=45&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Renault,Duster Oroch,2019,1.6 Dynamique,Blanco,Nafta,4,Manual,1.6,SUV,62000 km
429,Peugeot 208 1.6 Feline Pack Cuir,$3.300.000,https://auto.mercadolibre.com.ar/MLA-1286887355-peugeot-208-2014-16-feline-pack-cuir-3300000-_JM#position=46&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Peugeot,208,2014,1.6 Feline Pack Cuir,Gris,Nafta,5,Manual,1.6,Hatchback,77000 km
430,Toyota Hilux 2.8 Cd Srx 177cv 4x2 At,U$S38.990,https://auto.mercadolibre.com.ar/MLA-1286996229-toyota-hilux-28-srx-srv-dx-sr-4x2-4x4-at-mt-amarok-v6-_JM#position=47&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Toyota,Hilux,2022,2.8 Cd Srx 177cv 4x2 At,Gris,Diésel,4,Automática,2.8,Pick-Up,18000 km
431,Chevrolet Cruze Ii 1.4 Sedan At Ltz,$4.949.000,https://auto.mercadolibre.com.ar/MLA-1286510353-chevrolet-cruze-4-ltz-at-2017-mr-_JM#position=48&search_layout=grid&type=item&tracking_id=2db449ca-c687-4e82-a9d3-9099b26e5991,Chevrolet,Cruze II,2017,1.4 Sedan At Ltz,Gris,Nafta,4,Automática,1.4,Sedán,98000 km
432,Peugeot 208 1.6 Feline Tiptronic,$5.900.000,https://auto.mercadolibre.com.ar/MLA-1286116996-peugeot-208-feline-triptronic-_JM#position=1&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Peugeot,208,2021,1.6 Feline Tiptronic,Azul,Nafta,5,Automática,1.6,Hatchback,7200 km
433,Fiat Toro 2.0 Volcano 4x4 At,$5.900.000,https://auto.mercadolibre.com.ar/MLA-1286136317-fiat-toro-volcano-at-_JM#position=2&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Fiat,Toro,2016,2.0 Volcano 4x4 At,Gris,Diésel,4,Automática,2.0,Pick-Up,124418 km
434,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,$7.099.000,https://auto.mercadolibre.com.ar/MLA-1286462216-volkswagen-amarok-20-confortline-4x2-180cv-manual-2017-_JM#position=3&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Amarok,2017,2.0 Cd Tdi 180cv Comfortline,Gris,Diésel,4,Manual,2.0,Pick-Up,146000 km
435,Honda Fit 1.5 Ex-l 132cv,$6.500.000,https://auto.mercadolibre.com.ar/MLA-1286134330-honda-fit-2018-15-ex-l-132cv-_JM#position=4&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Honda,Fit,2018,1.5 Ex-l 132cv,Blanco,Nafta,5,Automática,1.5,Hatchback,29150 km
436,Volkswagen Up! 1.0 Move Up! 75cv 3 P,$2.550.000,https://auto.mercadolibre.com.ar/MLA-1286111583-volkswagen-up-move-_JM#position=5&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Up!,2014,1.0 Move Up! 75cv 3 p,Blanco,Nafta,3,Manual,1.0,Hatchback,90000 km
437,Toyota Sw4 2.8 Srx 177cv 4x4 7as At,U$S43.500,https://auto.mercadolibre.com.ar/MLA-1285907103-toyota-sw4-2016-srx-automatica-7-asientos-hilux-sw-4-_JM#position=6&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Toyota,SW4,2016,2.8 Srx 177cv 4x4 7as At,Blanco,Diésel,5,Automática,2.8,SUV,69000 km
438,Toyota Etios 1.5 Xls,$3.190.000,https://auto.mercadolibre.com.ar/MLA-1285413388-toyota-etios-2015-15-xls-_JM#position=7&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Toyota,Etios,2015,1.5 Xls,Gris,Nafta,5,Manual,1.5,Hatchback,86000 km
439,Ram 1500 5.7 Laramie Atx V8,U$S42.900,https://auto.mercadolibre.com.ar/MLA-1285501686-ram-laramie-1500-4x4-57n-v8-at-88000km-2015-_JM#position=8&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,RAM,1500,2015,5.7 Laramie Atx V8,Gris,Nafta,4,Automática,5.7,Pick-Up,88000 km
440,Volkswagen Amarok 3.0 V6 Extreme,$14.800.000,https://auto.mercadolibre.com.ar/MLA-1285392547-volkswagen-amarok-extreme-30-258cv-2018-68000km-udueno-sb-_JM#position=9&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,.,.,.,.,.,.,.,.,.,.,.
441,Audi A1 1.4 Ambition Tfsi 122cv,U$S14.900,https://auto.mercadolibre.com.ar/MLA-1285392349-audi-a1-2011-14-ambition-tfsi-122cv-no-a3-a4-a5-a6-a7-c-_JM#position=10&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Audi,A1,2011,1.4 Ambition Tfsi 122cv,Blanco,Nafta,3,Manual,1.4,Hatchback,100000 km
442,Toyota Corolla 1.8 Se-g Cvt 140cv,U$S18.000,https://auto.mercadolibre.com.ar/MLA-1285506693-toyota-corolla-18-seg-cvt-con-45000km-_JM#position=11&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Toyota,Corolla,2016,1.8 Se-g Cvt 140cv,Blanco,Nafta,4,Automática,1.8,Sedán,45000 km
443,Toyota Etios 1.5 Xls,$4.200.000,https://auto.mercadolibre.com.ar/MLA-1285506087-toyota-etios-xls-_JM#position=12&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Toyota,Etios,2017,1.5 Xls,Blanco,Nafta,5,Manual,1.5,Hatchback,46000 km
444,Volkswagen Virtus 1.6 Msi Highline At,$5.490.000,https://auto.mercadolibre.com.ar/MLA-1284747187-volkswagen-virtus-highline-16-msi-at-ano-2020-liv-motors-_JM#position=13&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Virtus,2020,1.6 Msi Highline At,Plateado,Nafta,4,Automática,1.6,Sedán,58000 km
445,Nissan March 1.6 Active 107cv May14,$2.890.000,https://auto.mercadolibre.com.ar/MLA-1284715048-nissan-march-16-active-pure-drive-ano-2016-liv-motors-_JM#position=14&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Nissan,March,2016,1.6 Active 107cv May14,Blanco,Nafta,5,Manual,1.6,Hatchback,60000 km
446,Volkswagen Suran 1.6 Highline Msi 110cv,$3.750.000,https://auto.mercadolibre.com.ar/MLA-1284714889-volkswagen-suran-16-highline-msi-110cv-2017-_JM#position=15&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Suran,2017,1.6 Highline Msi 110cv,Dorado,Nafta,5,Manual,1.6,Monovolumen,87600 km
447,Peugeot 208 1.6 Feline Tiptronic,$5.700.000,https://auto.mercadolibre.com.ar/MLA-1284310040-peugeot-208-feline-tiptronic-16-2020-_JM#position=16&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Peugeot,208,2020,1.6 Feline Tiptronic,Azul,Nafta,5,Automática,1.6,Hatchback,25000 km
448,Audi A8 4.2 Fsi 372cv Tiptronic Quattro,U$S79.999,https://auto.mercadolibre.com.ar/MLA-1283588236-audi-a8-2013-42-fsi-372cv-tiptronic-quattro-_JM#position=17&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Audi,A8,2013,4.2 Fsi 372cv Tiptronic Quattro,Nafta,4,Automática,4.2,Sedán,66000 km,.
449,Volkswagen Suran 1.6 Highline Msi 110cv,$4.314.800,https://auto.mercadolibre.com.ar/MLA-1283554856-volkswagen-suran-higline-2017-pocos-km-oportunidad-mz-_JM#position=18&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Suran,2017,1.6 Highline Msi 110cv,Azul,Nafta,5,Manual,1.6,Monovolumen,57200 km
450,Peugeot 408 1.6 Feline Hdi 115cv,$3.959.000,https://auto.mercadolibre.com.ar/MLA-1283561065-peugeot-408-hdi-allure-115cv-2018-oportunidad-mz-_JM#position=19&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Peugeot,408,2018,1.6 Feline Hdi 115cv,Plateado,Diésel,4,Manual,1.6,Sedán,160900 km
451,Chevrolet Celta 1.4 Ls+aa,$1.980.000,https://auto.mercadolibre.com.ar/MLA-1283560958-chevrolet-celta-14-lt-_JM#position=20&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Chevrolet,Celta,2011,1.4 Ls+aa,Gris,Nafta,5,Manual,1.4,Hatchback,109000 km
452,Toyota Sw4 2.8 Srx 177cv 4x4 7as 6at,U$S62.000,https://auto.mercadolibre.com.ar/MLA-1283527563-toyota-sw4-2023-28-srx-177cv-4x4-7as-6at-_JM#position=21&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Toyota,SW4,2023,2.8 Srx 177cv 4x4 7as 6at,Blanco,Diésel,5,Automática,2.8,SUV,38 km
453,Toyota Corolla 1.8 Xei Cvt Pack 140cv,$5.300.000,https://auto.mercadolibre.com.ar/MLA-1282865336-toyota-corolla-xei-pack-cvt-2018-_JM#position=22&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Toyota,Corolla,2018,1.8 Xei Cvt Pack 140cv,Gris,Nafta,4,Automática,1.8,Sedán,99000 km
454,Chevrolet Sonic 1.6 Lt,$2.390.000,https://auto.mercadolibre.com.ar/MLA-1283127707-chevrolet-sonic-lt-5-ptas-2013-concesionario-lp-_JM#position=23&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Chevrolet,Sonic,2013,1.6 Lt,Negro,Nafta,4,Manual,1.6,Sedán,108000 km
455,Volkswagen Suran 1.6 Comfortline 101cv,$3.190.000,https://auto.mercadolibre.com.ar/MLA-1282710724-volkswagen-suran-16-confortline-2016-cgnc-concesionario-lp-_JM#position=24&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Suran,2016,1.6 Comfortline 101cv,Azul,Nafta/GNC,5,Manual,1.6,Monovolumen,116000 km
456,Chevrolet Trailblazer 2.8 4x4 Lt At Tdci 180cv,$7.100.000,https://auto.mercadolibre.com.ar/MLA-1283095866-chevrolet-traiblazer-lt-4x4-aut-_JM#position=25&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Chevrolet,Trailblazer,2013,2.8 4x4 Lt At Tdci 180cv,Plateado,Diésel,5,Automática,2.8,SUV,119000 km
457,Volkswagen Gol Trend 1.6 Comfortline 101cv,$2.990.000,https://auto.mercadolibre.com.ar/MLA-1282372671-volkswagen-gol-trend-16-2018-cgnc-concesionario-oficial-lp-_JM#position=26&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Gol Trend,2018,1.6 Comfortline 101cv,Gris,Nafta/GNC,5,Manual,1.6,Hatchback,122000 km
458,Chevrolet Onix 1.4 Lt Mt 98cv,$3.100.000,https://auto.mercadolibre.com.ar/MLA-1282707269-chevrolet-onix-lt-2015-concesionario-oficial-lp-_JM#position=27&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Chevrolet,Onix,2015,1.4 Lt Mt 98cv,Rojo,Nafta,5,Manual,1.4,Hatchback,52000 km
459,Citroën C4 Lounge 2.0 Tendance,$3.100.000,https://auto.mercadolibre.com.ar/MLA-1281248010-citron-c4-lounge-2014-20-tendance-gnc-3100000-_JM#position=28&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Citroën,C4 Lounge,2014,2.0 Tendance,Blanco,Nafta/GNC,4,Manual,2.0,Sedán,105000 km
460,Renault Clio 1.2 Mio Dynamique,$2.800.000,https://auto.mercadolibre.com.ar/MLA-1281633858-renault-clio-mio-usado-5-puertas-2016-autos-usados-_JM#position=29&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Renault,Clio,2016,1.2 Mio Dynamique,Gris,Nafta,3,Manual,1.2,Hatchback,76289 km
461,Bmw X1 2.0 Sdrive 20i Sportline 192cv,U$S37.000,https://auto.mercadolibre.com.ar/MLA-1280967875-bmw-x1-sportline-inmaculada-_JM#position=30&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,BMW,X1,2017,2.0 Sdrive 20i Sportline 192cv,Negro,Nafta,5,Manual,2.0,SUV,90000 km
462,Volkswagen Gol Trend 1.6 Trendline 101cv,$3.950.000,https://auto.mercadolibre.com.ar/MLA-1281087255-volkswagen-gol-trend-trendline-_JM#position=31&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Gol Trend,2020,1.6 Trendline 101cv,Blanco,Nafta,5,Manual,1.6,Hatchback,38000 km
463,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Trendline B33,$5.950.000,https://auto.mercadolibre.com.ar/MLA-1280824689-volkswagen-amarok-trendline-4x2-mt-_JM#position=32&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline B33,Plateado,Diésel,4,Manual,2.0,Pick-Up,145000 km
464,Volkswagen Gol Trend 1.6 Trendline 101cv,$3.949.999,https://auto.mercadolibre.com.ar/MLA-1281087004-volkswagen-gol-trend-16-trendline-2020-38000km-_JM#position=33&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Gol Trend,2020,1.6 Trendline 101cv,Blanco,Nafta,5,Manual,1.6,Hatchback,38000 km
465,Volkswagen Crossfox 1.6 Highline,$3.700.500,https://auto.mercadolibre.com.ar/MLA-1280841797-volkswagen-crossfox-2015-msi-16v-caja-6-vel-1-dueno--_JM#position=34&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Volkswagen,Crossfox,2015,1.6 Highline,Dorado,Nafta,5,Manual,1.6,Hatchback,85000 km
466,Chevrolet Cruze 2.0 Vcdi Sedan Ltz At 163cv,$3.860.000,https://auto.mercadolibre.com.ar/MLA-1280924335-chevrolet-cruze-20-vcdi-sedan-ltz-at-163cv-_JM#position=35&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Chevrolet,Cruze,2014,2.0 Vcdi Sedan Ltz At 163cv,Gris,Diésel,4,Automática,2.0,Sedán,114500 km
467,Peugeot 408 1.6 Allure Hdi Nav 115cv,$2.950.000,https://auto.mercadolibre.com.ar/MLA-1280854578-peugeot-408-16-allure-hdi-nav-115cv-_JM#position=36&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Peugeot,408,2013,1.6 Allure Hdi Nav 115cv,Gris,Diésel,4,Manual,1.6,Sedán,160000 km
468,Fiat Argo 1.8 Precision,$4.480.000,https://auto.mercadolibre.com.ar/MLA-1280867256-fiat-argo-18-precision-_JM#position=37&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Fiat,Argo,2019,1.8 Precision,Rojo,Nafta,5,Manual,1.8,Hatchback,38000 km
469,Ford Ecosport 1.5 Se 123cv 4x2 Manual,$4.900.000,https://auto.mercadolibre.com.ar/MLA-1280815315-ford-ecosport-15-se-123cv-4x2-manual-_JM#position=38&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Ford,Ecosport,2019,1.5 Se 123cv 4x2 Manual,Negro,Nafta,5,Manual,1.5,SUV,63000 km
470,Chevrolet Captiva 2.4 Ls Mt Fwd 167cv,$3.950.500,https://auto.mercadolibre.com.ar/MLA-1280866904-chevrolet-captiva-ls-24-2013-1-dueno-permuto--_JM#position=39&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,Chevrolet,Captiva,2013,2.4 Ls Mt Fwd 167cv,Gris,Nafta,5,Manual,2.4,SUV,98000 km
471,Bmw X5 3.0 D Executive Stept,U$S24.900,https://auto.mercadolibre.com.ar/MLA-1280854015-bmw-x5-30d-ano-2008-liv-motors-_JM#position=40&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,BMW,X5,2008,3.0 D Executive Stept,Negro,Diésel,5,Automática,3.0,SUV,120000 km
472,Bmw Serie 3 3.0 335i Coupe Sportive 306cv,U$S26.900,https://auto.mercadolibre.com.ar/MLA-1280808313-bmw-335i-sedan-2pts-2009-liv-motors-_JM#position=41&search_layout=grid&type=item&tracking_id=bf5cc622-efff-44d3-b479-4ab0593cdb5e,BMW,Serie 3,2009,3.0 335i Coupe Sportive 306cv,Negro,Nafta,2,Manual,3.0,Coupé,67000 km
