,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork,km
0,Ram 1500 Laramie 5.7 V8 Pick-up Cabina Doble.,U$S52.900,https://auto.mercadolibre.com.ar/MLA-1316649279-dodge-ram-1500-57-dcab-4x4-laramie-2018-_JM#position=1&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,RAM,1500,2018,Laramie 5.7 V8 pick-up cabina doble.,Marrón,Nafta,4,Automática,5.7,Pick-Up,27618 km
1,Jeep Compass 1.3 T270 Sport,U$S33.800,https://auto.mercadolibre.com.ar/MLA-1315100303-jeep-compass-13-t-270-sport-at6-2022-_JM#position=2&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Jeep,Compass,2022,1.3 T270 Sport,Gris oscuro,Nafta,5,Automática,2.4,SUV,500 km
2,Land Rover Discovery 2.7 4 V6 Hse,U$S54.900,https://auto.mercadolibre.com.ar/MLA-1315119428-land-rover-discovery-4-tdv6-hse-2010-_JM#position=3&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Land Rover,Discovery,2010,2.7 4 V6 Hse,Negro,Diésel,4,Automática,2.7,SUV,156000 km
3,Ford Fiesta Kinetic Design 1.6 S Plus,$3.500.000,https://auto.mercadolibre.com.ar/MLA-1312351488-ford-fiesta-16-4p-titanium-kd-2015-_JM#position=4&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Ford,Fiesta Kinetic Design,2015,1.6 S Plus,Azul petróleo,Nafta,5,Manual,1.3,Hatchback,89000 km
4,Peugeot 5008 2.0 Allure Plus Hdi Tiptronic,U$S56.500,https://auto.mercadolibre.com.ar/MLA-1311854372-peugeot-5008-allure-plus-tiptronic-hdi-l17-2023-_JM#position=5&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Peugeot,5008,2023,2.0 Allure Plus Hdi Tiptronic,Gris oscuro,Nafta,5,Automática,2,Monovolumen,510 km
5,Volkswagen Golf 1.4 Bluemotion Techno,U$S22.900,https://auto.mercadolibre.com.ar/MLA-1311957658-volkswagen-golf-vii-14-tsi-comfortline-2016-_JM#position=6&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Golf,2016,1.4 BLUEMOTION TECHNO,Blanco,Nafta,5,Automática,1.4,Sedán,65796 km
6,Mercedes-benz Clase C 1.8 C250 Avant Edition B.eff At Ll17,U$S25.900,https://auto.mercadolibre.com.ar/MLA-1310117738-mercedes-benz-c-250-edition-c-avantgarde-aut-_JM#position=7&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Mercedes-Benz,Clase C,2014,1.8 C250 Avant Edition B.eff At Ll17,Plateado,Nafta,4,Automática secuencial,2.8,Sedán,68000 km
7,Ford Ranger 3.2 Cd Limited Tdci 200cv Automática,U$S33.900,https://auto.mercadolibre.com.ar/MLA-1309412051-ford-ranger-32-tdi-dc-4x4-_JM#position=8&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Ford,Ranger,2021,3.2 Cd Limited Tdci 200cv Automática,Negro,Diésel,4,Automática,4,Pick-Up,41200 km
8,Chevrolet Tracker 1.8 Ltz 140cv,$2.200.000,https://auto.mercadolibre.com.ar/MLA-1308084348-chevrolet-tracker-18-ltz-4x2-2014-_JM#position=9&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Chevrolet,Tracker,2014,1.8 Ltz 140cv,Gris,Nafta,5,Manual,Coupé,150000 km,.
9,Toyota Sw4 2.8 Srx 177cv 4x4 7as At,U$S43.500,https://auto.mercadolibre.com.ar/MLA-1305801131-toyota-hilux-sw4-tdi-srx-aut-l21-2018-_JM#position=10&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Toyota,SW4,2018,2.8 Srx 177cv 4x4 7as At,Gris oscuro,Diésel,5,Automática,2.8,SUV,68000 km
10,Toyota Sw4 3.0 Wide Body,U$S21.500,https://auto.mercadolibre.com.ar/MLA-1300110247-toyota-hilux-sw4-td-srv-cu-aut-l05-2008-_JM#position=11&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Toyota,SW4,2008,3.0 Wide Body,Beige,Diésel,5,Automática,3,SUV,190000 km
11,Mercedes-benz Clase A 1.6 A 200 Urban B.efficiency 156cv,U$S20.500,https://auto.mercadolibre.com.ar/MLA-1292442434-mercedes-benz-a-200-blueefficiency-urban-2013-_JM#position=12&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Mercedes-Benz,Clase A,2013,1.6 A 200 Urban B.efficiency 156cv,Blanco,Nafta,5,Manual,1.6,Hatchback,162080 km
12,Volkswagen Up! 1.0 Move Up! 75cv 5 P,$3.349.000,https://auto.mercadolibre.com.ar/MLA-1284273578-volkswagen-up-5-ptas-move-2018-_JM#position=13&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Up!,2018,1.0 Move Up! 75cv 5 p,Blanco,Nafta,5,Manual,Hatchback,65000 km,.
13,Chery Tiggo 1.6 3 Luxury,$4.500.000,https://auto.mercadolibre.com.ar/MLA-1283545472-chery-tiggo-3-16-4x2-luxury-l17-2018-_JM#position=14&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Chery,Tiggo,2018,1.6 3 Luxury,Blanco,Nafta,5,Automática,1.6,SUV,103000 km
14,Volkswagen Polo 1.6 Msi Trendline,U$S18.400,https://auto.mercadolibre.com.ar/MLA-1220970378-volkswagen-polo-16-msi-trend-2022-_JM#position=15&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Polo,2022,1.6 Msi Trendline,Blanco,Nafta,5,Manual,1.6,Hatchback,111111 km
15,Toyota Etios 1.5 Xs 5 P,$2.800.000,https://auto.mercadolibre.com.ar/MLA-1156535780-toyota-2015-etios-15-5-ptas-xs-_JM#position=16&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Toyota,Etios,2015,1.5 Xs 5 p,Blanco,Nafta,5,Manual,1.5,Hatchback,83000 km
16,Peugeot 208 1.6 Feline,$4.290.000,https://auto.mercadolibre.com.ar/MLA-1286465915-peugeot-208-16-5p-feline-2018-_JM#position=17&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Peugeot,208,2018,1.6 Feline,Gris,Nafta,5,Manual,1.6,Hatchback,36000 km
17,Volkswagen Vento 2.0 Sportline Tsi 200cv Bi-xenon Dsg,U$S16.500,https://auto.mercadolibre.com.ar/MLA-1286555002-volkswagen-vento-20-t-sportline-dsg-l11-2014-_JM#position=18&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Vento,2014,2.0 Sportline Tsi 200cv Bi-xenon Dsg,Gris,Nafta,4,Automática,2,Sedán,112000 km
18,Chevrolet S-10 2.8 Ls Cd Tdci 200cv,$6.600.000,https://auto.mercadolibre.com.ar/MLA-1262702857-chevrolet-2018-p-up-s10-28td-dc-4x2-ls-l17-_JM#position=19&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Chevrolet,S-10,2018,2.8 Ls Cd Tdci 200cv,Gris,Diésel,4,Manual,2.8,Pick-Up,65000 km
19,Toyota Etios 1.5 X 6mt My19,$4.510.000,https://auto.mercadolibre.com.ar/MLA-1254980144-toyota-etios-15-4-ptas-xls-4at-l18-2018-_JM#position=20&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Toyota,Etios,2018,1.5 X 6mt My19,Gris,Nafta,5,Manual,1.5,Sedán,80000 km
20,Chevrolet Tracker 1.8 Ltz 140cv,$4.800.000,https://auto.mercadolibre.com.ar/MLA-1313571427-chevrolet-tracker-18-ltz-4x2-2017-_JM#position=21&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Chevrolet,Tracker,2017,1.8 Ltz 140cv,Azul petróleo,Nafta,5,Automática,1.8,SUV,62500 km
21,Toyota Hilux 2.8 Cd Srv 177cv 4x4,$8.800.000,https://auto.mercadolibre.com.ar/MLA-1241551381-toyota-hilux-l16-28-dc-4x4-tdi-srv-2017-_JM#position=22&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Toyota,Hilux,2017,2.8 Cd Srv 177cv 4x4,Rojo,Diésel,4,Manual,2.8,Pick-Up,170000 km
22,Fiat Bravo 1.4 Dynamic Multiair 140cv,$2.900.000,https://auto.mercadolibre.com.ar/MLA-1182503235-fiat-2013-bravo-14-t-dynamic-_JM#position=23&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Fiat,Bravo,2013,1.4 Dynamic Multiair 140cv,Negro,Nafta,5,Manual,Hatchback,124000 km,.
23,Ford Ecosport 1.5 Titanium 123cv 4x2 Manual,$4.900.000,https://auto.mercadolibre.com.ar/MLA-1182470960-ford-2019-eco-sport-15-titanium-l18-_JM#position=24&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Ford,Ecosport,2019,1.5 Titanium 123cv 4x2 Manual,Gris,Nafta,5,Manual,1.5,SUV,61000 km
24,Dodge Journey 3.6 R/t,U$S26.500,https://auto.mercadolibre.com.ar/MLA-1318041513-dodge-journey-rt-awd-36-2018-60000km-_JM#position=25&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Dodge,Journey,2018,3.6 R/t,Negro,Nafta,5,Manual,3.6,SUV,60000 km
25,Nissan Note 1.6 Advance 110cv,$3.590.000,https://auto.mercadolibre.com.ar/MLA-1318041293-nissan-note-advance-manual-2016-57000km-_JM#position=26&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Nissan,Note,2016,1.6 Advance 110cv,Gris,Nafta,5,Manual,1.6,Hatchback,57000 km
26,Volkswagen Amarok 2.0 Cd Tdi 140cv 4x2 Startline,$5.891.000,https://auto.mercadolibre.com.ar/MLA-1318228095-volksawgen-amarok-starline-4x2-20-at-2014-brian-avalos-_JM#position=27&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2014,2.0 Cd Tdi 140cv 4x2 Startline,Plateado,Diésel,4,Manual,2.0,Pick-Up,145000 km
27,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,$9.300.000,https://auto.mercadolibre.com.ar/MLA-1318104945-volkswagen-amarok-highline-20-4x2-at-2019-brian-avalos-_JM#position=28&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2019,2.0 Cd Tdi 180cv Highline At,Gris,Diésel,4,Automática,2.0,Pick-Up,67000 km
28,Peugeot 4008 2.0 Feline 4x4 150cv Cvt,$4.880.000,https://auto.mercadolibre.com.ar/MLA-1317732485-peugeot-4008-20-feline-4x4-at-2014--_JM#position=29&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Peugeot,4008,2014,2.0 Feline 4x4 150cv Cvt,Blanco,Nafta,5,Automática,2.0,SUV,89800 km
29,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,$9.300.000,https://auto.mercadolibre.com.ar/MLA-1317452735-vw-amarok-highline-4x2-automatica-2019-ugarcia-us-_JM#position=30&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2019,2.0 Cd Tdi 180cv Comfortline At,Gris,Diésel,4,Automática,2.0,Pick-Up,66500 km
30,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Trendline B33,$5.900.000,https://auto.mercadolibre.com.ar/MLA-1317446278-vw-amarok-starline-4x2-manual-2014-no-trendline-ugarcia-us-_JM#position=31&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline B33,Plateado,Diésel,4,Manual,2.0,Pick-Up,144500 km
31,Volkswagen Amarok 2.0 Cd Tdi 180cv Highline At,$9.300.000,https://auto.mercadolibre.com.ar/MLA-1317548928-vw-amarok-highline-4x2-automatica-2019-ugarcia-us-_JM#position=32&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2019,2.0 Cd Tdi 180cv Highline At,Gris,Diésel,4,Automática,2.0,Pick-Up,66408 km
32,Citroën C-elysée 1.6 Feel Hdi 92,$3.180.000,https://auto.mercadolibre.com.ar/MLA-1317535224-citroen-c-elysee-hdi-92-feel-2017-usado-cuota-enb-_JM#position=33&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Citroën,C-Elysée,2017,1.6 Feel Hdi 92,Azul,Diésel,4,Manual,1.6,Sedán,68222 km
33,Volkswagen Amarok 2.0 Cd Tdi 140cv 4x2 Startline,$5.900.000,https://auto.mercadolibre.com.ar/MLA-1317457559-vw-amarok-starline-4x2-manual-2014-ugarcia-us-_JM#position=34&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2014,2.0 Cd Tdi 140cv 4x2 Startline,Plateado,Diésel,4,Manual,2.0,Pick-Up,144411 km
34,Volkswagen Amarok 2.0 Cd Tdi 140cv 4x2 Startline,$5.900.000,https://auto.mercadolibre.com.ar/MLA-1317546993-volkswagen-amarok-starline-4x2-impecable-al-us-_JM#position=35&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2014,2.0 Cd Tdi 140cv 4x2 Startline,Gris,Diésel,4,Manual,2.0,Pick-Up,144000 km
35,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Highline Pack At,$9.300.000,https://auto.mercadolibre.com.ar/MLA-1317527608-volkswagen-amarok-highline-4x2-automatica-al-us-_JM#position=36&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2019,2.0 Cd Tdi 180cv 4x2 Highline Pack At,Gris,Diésel,4,Automática,2.0,Pick-Up,64000 km
36,Volkswagen Vento 2.0 I Elegance Dsg,$4.500.000,https://auto.mercadolibre.com.ar/MLA-1317545438-volkswagen-vento-20-elegance-at-dsg-ano-2010-liv-motors-_JM#position=37&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Vento,2010,2.0 I Elegance Dsg,Gris,Diésel,4,Automática,2.0,Sedán,119000 km
37,Mini Cooper 1.6 Pepper Automática,U$S14.500,https://auto.mercadolibre.com.ar/MLA-1317525939-mini-cooper-2010-2009-2011-2012-s-chili-automatico-usado-a1-_JM#position=38&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Mini,Cooper,2010,1.6 Pepper Automática,Nafta,3,Automática,1.6,Hatchback,85000 km,.
38,Volkswagen Amarok 2.0 Cd Tdi 140cv 4x2 Startline,$5.900.000,https://auto.mercadolibre.com.ar/MLA-1317551725-amarok-starline-4x2-mt-gr-us-_JM#position=39&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2014,2.0 Cd Tdi 140cv 4x2 Startline,Plateado,Diésel,4,Manual,2.0,Pick-Up,144500 km
39,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Highline Pack At,$9.300.000,https://auto.mercadolibre.com.ar/MLA-1317493456-amarok-highline-4x2-aut-gr-us-_JM#position=40&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Amarok,2019,2.0 Cd Tdi 180cv 4x2 Highline Pack At,Gris,Diésel,4,Automática,2.0,Pick-Up,66500 km
40,Mercedes-benz Clase A 1.6 A 200 Urban 156cv Thermotronic,U$S22.999,https://auto.mercadolibre.com.ar/MLA-1317551354-mercedes-benz-clase-a-16-a-200-urban-156cv-thermotronic-_JM#position=41&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Mercedes-Benz,Clase A,2014,1.6 A 200 Urban 156cv Thermotronic,Blanco,Nafta,5,Manual,1.6,Hatchback,52000 km
41,Peugeot 308 1.6 Roland Garros Thp 163cv Tiptronic,$5.100.000,https://auto.mercadolibre.com.ar/MLA-1317531899-peugeot-308-roland-garros-thp-at-2018-concesionario-lp-_JM#position=42&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Peugeot,308,2018,1.6 Roland Garros Thp 163cv Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,52000 km
42,Ford Focus Iii 1.6 S,$5.900.000,https://auto.mercadolibre.com.ar/MLA-1317493169-ford-focus-16-s-2019-5ptas-concesionario-oficial-lp-_JM#position=43&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Ford,Focus III,2019,1.6 S,Azul,Nafta,5,Manual,1.6,Hatchback,21000 km
43,Renault Captur 2.0 Zen,$5.390.000,https://auto.mercadolibre.com.ar/MLA-1317447852-renault-captur-20-zen-2019-concesionario-oficial-lp-_JM#position=44&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Renault,Captur,2019,2.0 Zen,Gris,Nafta,5,Manual,2.0,SUV,53000 km
44,Peugeot 2008 1.6 Allure Tip,$4.299.999,https://auto.mercadolibre.com.ar/MLA-1317423126-peugeot-2008-allure-tiptronic-_JM#position=45&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Peugeot,2008,2017,1.6 Allure Tip,Blanco,Nafta,5,Automática,1.6,SUV,42000 km
45,Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,$5.199.999,https://auto.mercadolibre.com.ar/MLA-1317492775-chevrolet-tracker-ltz-plus-automatica-con-techo-4x4-_JM#position=46&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Chevrolet,Tracker,2016,1.8 Ltz+ Awd At 140cv,Blanco,Nafta,5,Automática,1.8,SUV,59000 km
46,Volkswagen Fox 1.6 Track,$3.500.000,https://auto.mercadolibre.com.ar/MLA-1317288232-volkswagen-fox-2016-16-track-_JM#position=47&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Volkswagen,Fox,2016,1.6 Track,Blanco,Nafta,5,Manual,1.6,Hatchback,89500 km
47,Chevrolet Onix 1.4 Activ 98cv,$3.900.000,https://auto.mercadolibre.com.ar/MLA-1317262183-chevrolet-onix-2017-14-activ-98cv-_JM#position=48&search_layout=grid&type=item&tracking_id=ab88a542-c8b5-44dd-8be1-22aec7d1fef8,Chevrolet,Onix,2017,1.4 Activ 98cv,Blanco,Nafta,5,Manual,1.4,Hatchback,64500 km
48,Fiat 500 1.4 Lounge 105cv Serie4,U$S13.900,https://auto.mercadolibre.com.ar/MLA-1297541202-fiat-500-14-lounge-aut-2014-_JM#position=1&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Fiat,500,2014,1.4 Lounge 105cv Serie4,Negro,Nafta,3,Automática,1.4,Sedán,111991 km
49,Toyota Corolla 1.8 Xei,$5.850.000,https://auto.mercadolibre.com.ar/MLA-1214331975-toyota-corolla-18-xei-l17-2019-_JM#position=2&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Toyota,Corolla,2019,1.8 Xei,Gris,Nafta,4,Manual,1.8,Sedán,10000 km
50,Mercedes-benz Clase E 3.5 E350 Avantgarde Sport B.eff At,U$S32.000,https://auto.mercadolibre.com.ar/MLA-1181152134-mercedes-benz-2014-e-350-avantgarde-sport-l13-_JM#position=3&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Mercedes-Benz,Clase E,2014,3.5 E350 Avantgarde Sport B.eff At,Blanco,Nafta,4,Automática,2.1,Sedán,129681 km
51,Mercedes-benz Clase E E63 S Amg-line 603cv,U$S185.000,https://auto.mercadolibre.com.ar/MLA-1181165057-mercedes-benz-2019-e-63-amg-s-l18-_JM#position=4&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Mercedes-Benz,Clase E,2019,E63 S Amg-line 603cv,Gris,Nafta,4,Automática,3,Sedán,18594 km
52,Hyundai Genesis 2.0 Coupe Seg. T Mt6,U$S19.500,https://auto.mercadolibre.com.ar/MLA-1156548858-hyundai-2012-coupe-genesis-20-t-_JM#position=5&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Hyundai,Genesis,2012,2.0 Coupe Seg. T Mt6,Gris,Nafta,2,Manual,Coupé,104270 km,.
53,Porsche Panamera 4.8 S 400cv (970),U$S79.900,https://auto.mercadolibre.com.ar/MLA-1154772218-porsche-2010-panamera-s-_JM#position=6&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Porsche,Panamera,2010,4.8 S 400cv (970),Blanco,Nafta,4,Automática,Sedán,59141 km,.
54,Ford Fiesta Kinetic Design 1.6 Titanium Powershift 120cv,$3.250.000,https://auto.mercadolibre.com.ar/MLA-1317197346-ford-fiesta-kd-16-titanium-at-2014-concesionario-lp-_JM#position=7&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Ford,Fiesta Kinetic Design,2014,1.6 Titanium Powershift 120cv,Blanco,Nafta,5,Automática,1.6,Hatchback,120000 km
55,Fiat Cronos 1.8 16v Precision At6,$4.700.000,https://auto.mercadolibre.com.ar/MLA-1317221520-fiat-cronos-automatico-7-_JM#position=8&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Fiat,Cronos,2022,1.8 16v Precision At6,Negro,Nafta,4,Automática,1.8,Sedán,15000 km
56,Volkswagen Amarok 3.0 V6 Cd Highline,$12.500.000,https://auto.mercadolibre.com.ar/MLA-1317266659-amarok-highline-v6-gr-us-_JM#position=9&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Volkswagen,Amarok,2021,3.0 V6 Cd Highline,Blanco,Diésel,4,Automática,3.0,Pick-Up,70000 km
57,Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Highline Pack At,$9.900.000,https://auto.mercadolibre.com.ar/MLA-1317195712-volkswagen-amarok-20-highline-4x4-at-ano-2019-liv-motors-_JM#position=10&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Volkswagen,Amarok,2019,2.0 Cd Tdi 180cv 4x4 Highline Pack At,Plateado,Diésel,4,Automática,2.0,Pick-Up,49000 km
58,Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,$2.400.000,https://auto.mercadolibre.com.ar/MLA-1317258783-ford-fiesta-titanium-_JM#position=11&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,Violeta,Nafta,5,Manual,1.6,Hatchback,94000 km
59,Ford Mondeo 2.0 Sel,$9.800.000,https://auto.mercadolibre.com.ar/MLA-1317271660-ford-mondeo-2019-20-sel-_JM#position=12&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Ford,Mondeo,2019,2.0 Sel,Gris,Nafta,4,Automática,2.0,Sedán,69000 km
60,Renault Logan 1.6 Authentique Plus 85cv,$2.450.000,https://auto.mercadolibre.com.ar/MLA-1316653504-renault-logan-16-authentique-2014-_JM#position=13&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Renault,Logan,2014,1.6 Authentique Plus 85cv,Plateado,Nafta,4,Manual,1.6,Sedán,77000 km
61,Volkswagen Gol Trend 1.6 Trendline 101cv,$3.389.900,https://auto.mercadolibre.com.ar/MLA-1316633629-volkswagen-gol-trend-trendline-sandero-kwid-fox-up-208-crono-_JM#position=14&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Volkswagen,Gol Trend,2018,1.6 Trendline 101cv,Blanco,Nafta,5,Manual,1.6,Hatchback,79000 km
62,Volkswagen Gol Trend 1.6 Trendline 101cv,$3.689.900,https://auto.mercadolibre.com.ar/MLA-1316659809-volkswagen-gol-trend-trendline-comfortline-sandero-fiesta-ka-_JM#position=15&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Volkswagen,Gol Trend,2017,1.6 Trendline 101cv,Blanco,Nafta,5,Manual,1.6,Hatchback,39000 km
63,Peugeot 208 1.5 Active,$3.200.000,https://auto.mercadolibre.com.ar/MLA-1316679174-peugeot-208-15-active-ano-2017-liv-motors-_JM#position=16&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Peugeot,208,2017,1.5 Active,Plateado,Nafta,5,Manual,1.5,Hatchback,50000 km
64,Renault Sandero 1.6 Authentique 90cv Nac,$2.989.900,https://auto.mercadolibre.com.ar/MLA-1316646611-renault-sandero-authentique-expression-kwid-gol-fiesta-ka-up-_JM#position=17&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Renault,Sandero,2017,1.6 Authentique 90cv Nac,Negro,Nafta,5,Manual,1.6,Hatchback,49000 km
65,Ford Ka 1.5 S 5 P,$3.780.000,https://auto.mercadolibre.com.ar/MLA-1317194261-ford-ka-15-s-5-p-_JM#position=18&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Ford,Ka,2020,1.5 S 5 p,Nafta,5,Manual,1.5,Hatchback,70852 km,.
66,Peugeot 208 1.6 Feline,$4.589.900,https://auto.mercadolibre.com.ar/MLA-1316653175-peugeot-208-feline-308-polo-gol-sandero-cronos-cross-ka-fit-_JM#position=19&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Peugeot,208,2018,1.6 Feline,Plateado,Nafta,5,Manual,1.6,Hatchback,59000 km
67,Mercedes-benz Vito 1.6 111 Cdi Furgon V2 Aa 114cv,$8.389.900,https://auto.mercadolibre.com.ar/MLA-1317194056-mrecedes-benz-vito-furgon-v2-street-viano-sprinter-master-f1-_JM#position=20&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Mercedes-Benz,Vito,2019,1.6 111 Cdi Furgon V2 Aa 114cv,Blanco,Diésel,2,Manual,1.6,Furgón,79000 km
68,Toyota Corolla 1.8 Xli Cvt 140cv,$5.489.900,https://auto.mercadolibre.com.ar/MLA-1316639737-toyota-corolla-xli-automatico-xei-cross-vento-focus-mondeo-b-_JM#position=21&search_layout=grid&type=item&tracking_id=4e0e96b6-3105-4afd-947f-1e2e93d01284,Toyota,Corolla,2018,1.8 Xli Cvt 140cv,Plateado,Nafta,4,Automática,1.8,Sedán,67000 km
