,company,model,year,fuel,doors,transmisions,motor,bodywork
1404,Citroën,C4 Cactus,2022,Nafta,5,Manual,1.6,SUV
1405,Peugeot,208,2022,Nafta,5,Automática,1.6,Hatchback
1406,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1407,Fiat,Pulse,2022,Nafta,5,Automática,1.3,SUV
1408,Renault,Captur,2021,Nafta,5,Automática,1.6,SUV
1409,Nissan,Sentra,2023,Nafta,4,Automática,2.0,Sedán
1410,Fiat,Cronos,2021,Nafta,4,Automática,1.8,Sedán
1412,Volkswagen,Nivus,2021,Nafta,5,Automática,1.0,SUV
1414,Volkswagen,Amarok,2021,Diésel,4,Automática,3.0,Pick-Up
1415,Renault,Duster,2022,Nafta,5,Manual,1.6,SUV
1416,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1418,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1419,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up
1420,Kia,K2500,2022,Diésel,2,Manual,2.5,Light Truck
1421,Renault,Captur,2022,Nafta,5,Automática,1.6,SUV
1422,Toyota,Yaris,2022,Nafta,5,Automática,1.5,Hatchback
1423,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1424,Fiat,Toro,2022,Nafta,4,Automática,1.3,Pick-Up
1425,Chevrolet,Trailblazer,2022,Diésel,5,Automática,2.8,SUV
1426,Jeep,Compass,2021,Diésel,5,Automática,2.4,SUV
1427,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1429,Volkswagen,Vento,2022,Nafta,4,Automática,1.4,Sedán
1430,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1431,Chevrolet,Onix,2023,Nafta,5,Automática,1.0,Hatchback
1432,Renault,ALASKAN,2022,Diésel,4,Automática,2.3,Pick-Up
1433,Renault,Captur,2021,Nafta,5,Manual,2.0,SUV
1435,Volkswagen,Amarok,2022,Diésel,4,Automática,2.0,Pick-Up
1436,Toyota,Corolla,2022,Nafta,4,Manual,1.8,Sedán
1437,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1438,Peugeot,Partner,2022,Diésel,3,Manual,1.6,Furgón
1439,Fiat,Argo,2021,Nafta,5,Manual,1.3,Hatchback
1440,RAM,1500,2021,Nafta,4,Automática,5.7,Pick-Up
1441,Chevrolet,Tracker,2021,Nafta,5,Automática,1.2,SUV
1442,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1443,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1444,Renault,Duster Oroch,2022,Nafta,5,Automática,1.3,Off-Road
1445,Peugeot,5008,2022,Diésel,5,Automática,2.0,Monovolumen
1446,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
1447,Peugeot,Partner Patagónica,2022,Nafta,4,Manual,1.6,Monovolumen
1448,Jeep,Compass,2023,Nafta,5,Automática,1.3,SUV
1451,Nissan,X-Trail,2022,Nafta,5,Automática,2.5,SUV
1452,Toyota,Corolla,2023,Nafta,4,Automática,2.0,Sedán
1453,Ford,Ranger,2021,Diésel,4,Automática,2.2,Pick-Up
1454,Volkswagen,Vento,2022,Nafta,4,Automática,1.4,Sedán
1455,Volkswagen,Vento,2021,Nafta,4,Automática,1.4,Sedán
1456,Nissan,Sentra,2021,Nafta,4,Manual,2.0,Sedán
1457,Renault,Duster Oroch,2022,Nafta,4,Manual,2.0,SUV
1458,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV
1459,Chevrolet,Cruze,2022,Nafta,4,Automática,1.4,Sedán
1461,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1462,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1463,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1464,Volkswagen,Taos,2023,Nafta,5,Automática,1.4,SUV
1465,Chevrolet,Onix plus,2022,Nafta,4,Manual,1.2,Sedán
1467,Renault,ALASKAN,2022,Diésel,4,Automática,2.3,Pick-Up
1469,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
1470,Fiat,Toro,2022,Diésel,4,Automática,2.0,Pick-Up
1471,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1472,Chevrolet,Cruze,2022,Nafta,4,Manual,1.4,Sedán
1473,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1474,Nissan,Kicks,2021,Nafta,5,Manual,1.6,Hatchback
1475,Volkswagen,Polo,2022,Nafta,5,Manual,1.6,Hatchback
1476,Chevrolet,Onix,2022,Nafta,5,Automática,1.0,Hatchback
1478,Peugeot,2008,2022,Nafta,5,Manual,1.6,SUV
1479,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
1480,Nissan,Frontier,2022,Diésel,4,Manual,2.3,Pick-Up
1481,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1483,Chevrolet,Spin,2021,Nafta,5,Manual,1.8,Monovolumen
1484,Volkswagen,Taos,2021,Nafta,5,Automática,1.4,SUV
1485,Citroën,C3,2022,Nafta,5,Manual,1.5,Hatchback
1488,Fiat,Pulse,2022,Nafta,5,Manual,1.3,SUV
1489,Fiat,Argo,2022,Nafta,5,Manual,1.3,Hatchback
1490,Ford,Ranger,2022,Diésel,4,Automática,2.2,Pick-Up
1491,Fiat,Strada,2022,Nafta,3,Manual,1.3,Pick-Up
1493,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1495,Nissan,Kicks,2023,Nafta,5,Automática,1.6,Hatchback
1496,Toyota,Etios,2022,Nafta,4,Automática,1.5,Sedán
1497,Nissan,Kicks,2021,Nafta,5,Manual,1.6,Hatchback
1498,Nissan,Kicks,2021,Nafta,5,Manual,1.6,Hatchback
1499,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1500,Peugeot,Partner,2022,Nafta,3,Manual,1.6,Furgón
1501,Peugeot,Boxer,2022,Diésel,3,Manual,2.2,Furgón
1503,Fiat,Toro,2022,Nafta,4,Automática,1.8,Pick-Up
1504,Renault,ALASKAN,2022,Diésel,4,Manual,2.3,Pick-Up
1505,Fiat,Toro,2022,Nafta,4,Automática,1.8,Pick-Up
1506,Citroën,C4 Cactus,2023,Nafta,5,Manual,1.6,SUV
1507,Citroën,C3,2022,Nafta,5,Manual,1.2,Hatchback
1509,Fiat,Cronos,2023,Nafta,5,Manual,1.3,Sedán
1510,Fiat,Pulse,2022,Nafta,5,Automática,1.3,SUV
1511,Citroën,Jumper,2023,Diésel,3,Manual,2.2,Furgón
1512,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up
1513,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up
1514,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
1515,Chevrolet,S10,2022,Diésel,4,Manual,2.8,Pick-Up
1516,Fiat,Pulse,2022,Nafta,5,Automática,1.0,SUV
1517,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1518,Peugeot,208,2022,Nafta,5,Manual,1.2,Hatchback
1519,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1520,Fiat,Cronos,2021,Nafta,4,Manual,1.3,Sedán
1522,Fiat,Toro,2022,Diésel,4,Automática,2.0,Pick-Up
1523,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1524,Citroën,C4 Lounge,2022,Diésel,4,Manual,1.6,Sedán
1525,Fiat,Pulse,2022,Nafta,5,Manual,1.3,SUV
1526,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
1527,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV
1528,Volkswagen,Amarok,2022,Diésel,4,Automática,2.0,Pick-Up
1529,Chevrolet,Cruze,2021,Nafta,5,Manual,1.4,Hatchback
1530,Renault,ALASKAN,2022,Diésel,4,Manual,2.3,Pick-Up
1531,Chevrolet,Onix plus,2021,Nafta,4,Manual,1.4,Sedán
1532,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1534,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
1535,Volkswagen,Amarok,2021,Diésel,4,Automática,3.0,Pick-Up
1536,Volkswagen,Saveiro,2022,Nafta,2,Manual,1.6,Pick-Up
1539,Renault,Kangoo,2022,Nafta,5,Manual,1.6,Monovolumen
1540,Chevrolet,Onix,2022,Nafta,5,Manual,1.2,Hatchback
1541,Citroën,C4 Cactus,2022,Nafta,5,Automática,1.6,SUV
1542,Volkswagen,Amarok,2021,Diésel,4,Automática,2.0,Pick-Up
1543,Toyota,Corolla Cross,2022,Nafta,5,Automática,2.0,SUV
1545,Jeep,Compass,2022,Nafta,5,Automática,1.3,SUV
1546,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1547,Volkswagen,Virtus,2022,Nafta,4,Automática,1.6,Sedán
1548,Fiat,Pulse,2022,Nafta,5,Manual,1.3,SUV
1549,Fiat,Pulse,2022,Nafta,5,Manual,1.3,SUV
1550,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1551,Citroën,C4 Cactus,2022,Nafta,5,Automática,1.6,SUV
1552,Volkswagen,Amarok,2021,Diésel,4,Automática,2.0,Pick-Up
1553,Volkswagen,2.0 Cd Tdi 140cv Trendline,2022,Diésel,4,Manual,2.0,Pick-Up
1554,Jeep,Renegade,2022,Diésel,5,Automática,2.4,SUV
1556,Volkswagen,Amarok,2022,Diésel,4,Automática,2.0,Pick-Up
1557,Toyota,Corolla,2022,Híbrido,4,Automática,1.8,Sedán
1558,Toyota,Yaris,2021,Nafta,5,Automática,1.5,Hatchback
1559,Toyota,Etios,2023,Nafta,4,Manual,1.5,Sedán
1561,Fiat,Pulse,2022,Nafta,5,Manual,1.3,SUV
1563,Renault,Kangoo,2022,Diésel,3,Manual,1.5,Monovolumen
1564,Volkswagen,Amarok,2021,Diésel,4,Manual,2.0,Pick-Up
1565,Chevrolet,Onix plus,2022,Nafta,4,Manual,1.4,Sedán
1566,Renault,Captur,2022,Nafta,5,Manual,2.0,SUV
1568,Nissan,Frontier,2022,Diésel,4,Manual,2.3,Pick-Up
1569,Renault,Kangoo,2021,Diésel,3,Manual,1.5,Furgón
1570,Toyota,Hilux,2021,Diésel,4,Manual,2.4,Pick-Up
1571,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1572,Peugeot,208,2022,Nafta,5,Manual,1.2,Hatchback
1573,Renault,Sandero Stepway,2023,Nafta,5,Manual,1.6,Hatchback
1574,Ford,Territory,2021,Nafta,5,Automática,1.5,SUV
1575,Renault,Duster,2023,Diésel,5,Automática,1.3,Hatchback
1577,Renault,Duster,2021,Nafta,5,Manual,1.6,Sedán
1578,Nissan,Kicks,2021,Nafta,5,Manual,1.6,Hatchback
1579,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
1581,Chevrolet,S10,2022,Diésel,4,Automática,2.8,Pick-Up
1584,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
1585,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1586,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1587,Renault,Sandero,2022,Nafta,5,Manual,1.6,Hatchback
1588,Volkswagen,Virtus,2022,Nafta,4,Manual,1.6,Sedán
1590,Renault,Captur,2021,Nafta,5,Automática,2.0,SUV
1592,Renault,Kangoo,2023,Nafta,3,Manual,1.6,Furgón
1593,Ford,Ranger,2022,Diésel,4,Automática,3.2,Pick-Up
1594,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1595,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up
1596,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
1597,Renault,Kangoo,2022,Diésel,3,Manual,1.5,Furgón
1598,Peugeot,Partner,2021,Nafta,3,Manual,1.6,Furgón
1599,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1600,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up
1601,Citroën,C3,2022,Nafta,5,Manual,1.2,Hatchback
1603,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1604,Fiat,Toro,2022,Nafta,4,Automática,2.0,Pick-Up
1606,Ford,Ecosport,2022,Nafta,5,Manual,1.5,SUV
1607,Chevrolet,Equinox,2022,Nafta,5,Automática,1.5,SUV
1608,Fiat,Mobi,2022,Nafta,4,Manual,1.0,Hatchback
1609,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1610,Citroën,Berlingo,2022,Nafta,3,Manual,1.6,Furgón
1611,Renault,Kangoo,2023,Nafta,3,Manual,1.6,Monovolumen
1612,Citroën,C4 Cactus,2022,Nafta,5,Automática,1.6,SUV
1613,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
1614,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
1615,Jeep,Renegade,2022,Nafta,5,Manual,1.8,SUV
1616,Volkswagen,T-Cross,2022,Nafta,5,Automática,1.0,SUV
1618,Honda,HR-V,2021,Nafta,5,Automática,1.8,SUV
1620,Citroën,C3,2022,Nafta,5,Automática,1.6,Hatchback
1621,Renault,Sandero Stepway,2021,Nafta,5,Manual,1.6,Hatchback
1623,Renault,Kangoo,2021,Diésel,3,Manual,1.5,Furgón
1625,Fiat,Toro,2022,Diésel,4,Automática,2.0,Pick-Up
1626,Ford,Ranger,2022,Diésel,4,Automática,2.2,Pick-Up
1627,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán
1628,Chevrolet,Onix,2023,Nafta,5,Manual,1.2,Hatchback
1630,Nissan,Sentra,2022,Nafta,4,Automática,2.0,Sedán
1631,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1632,DS,DS3 Crossback,2022,Nafta,5,Automática,1.2,Hatchback
1633,Volkswagen,Amarok CD 3.0 258cv,2022,Diésel,4,Automática,3.0,Pick-Up
1634,Jeep,Renegade,2022,Nafta,5,Automática,1.8,SUV
1635,Jeep,Renegade,2022,Nafta,5,Automática,1.8,SUV
1636,Fiat,Toro,2022,Nafta,4,Automática,1.3,Pick-Up
1638,Nissan,Frontier,2023,Diésel,4,Manual,2.3,Pick-Up
1639,Toyota,Etios,2022,Nafta,4,Manual,1.5,Sedán
1640,Fiat,Toro,2021,Nafta,4,Automática,1.8,Pick-Up
1642,Baic,X55,2022,Nafta,5,Manual,1.5,SUV
1643,Fiat,Ducato,2020,Diésel,5,Manual,2.3,Furgón
1645,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
1647,Ford,Ranger,2021,Diésel,4,Automática,3.2,Pick-Up
1648,Fiat,Toro,2022,Nafta,4,Automática,1.8,Pick-Up
1649,Renault,Duster,2022,Nafta,5,Manual,1.3,Hatchback
1650,Fiat,Toro,2023,Nafta,4,Automática,1.8,Pick-Up
1651,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1652,Fiat,TORO 1.3 T AT6,2021,Nafta,4,Automática,1.8,Pick-Up
1656,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1657,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1658,RAM,1500,2022,Nafta,4,Automática,5.7,Pick-Up
1660,Chevrolet,Tracker,2022,Nafta/GNC,5,Automática,1.2,SUV
1661,Chevrolet,S10,2022,Diésel,4,Manual,2.8,Pick-Up
1662,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up
1663,Citroën,Berlingo,2022,Nafta,3,Manual,1.6,Furgón
1664,Chevrolet,Cruze,2023,Nafta,4,Automática,1.4,Sedán
1665,Toyota,Hilux,2023,Diésel,4,Automática,2.8,Pick-Up
1666,Fiat,Toro,2021,Nafta,4,Automática,1.8,Pick-Up
1667,Volkswagen,T-Cross,2021,Nafta,5,Manual,1.6,SUV
1669,Renault,Logan,2022,Nafta,4,Manual,1.6,Sedán
1670,Fiat,Toro,2022,Nafta,4,Automática,2.0,Pick-Up
1673,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1674,Chevrolet,Equinox,2023,Nafta,5,Automática,1.5,SUV
1675,Fiat,Toro,2023,Diésel,4,Automática,2.0,Pick-Up
1676,Chevrolet,Cruze,2022,Nafta,4,Automática,1.4,Sedán
1677,Peugeot,Boxer,2023,Diésel,3,Manual,2.2,Furgón
1678,Toyota,Yaris,2022,Nafta,5,Manual,1.5,Hatchback
1679,DS,DS4,2023,Nafta,5,Automática,1.6,Hatchback
1680,Nissan,Frontier,2021,Diésel,4,Manual,2.3,Pick-Up
1682,Renault,ALASKAN,2022,Diésel,4,Automática,2.3,Pick-Up
1683,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
1684,Fiat,Pulse,2023,Nafta,5,Automática,1.3,SUV
1685,Chevrolet,S10,2021,Diésel,4,Manual,2.8,Pick-Up
1686,Citroën,C4 Cactus,2022,Nafta,5,Manual,1.6,SUV
1688,Volkswagen,Amarok,2023,Diésel,4,Automática,3.0,Pick-Up
1689,DS,DS4,2023,Nafta,5,Automática,1.6,Hatchback
1690,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
1691,Toyota,Yaris,2022,Nafta,5,Manual,1.5,Hatchback
1692,Peugeot,2008,2021,Nafta,5,Manual,1.6,SUV
1694,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán
1695,Nissan,X-Trail,2021,Nafta,5,Automática,2.5,SUV
1696,Chevrolet,Onix,2022,Nafta,5,Manual,1.2,Hatchback
1697,Peugeot,208,2021,Nafta,5,Manual,1.2,Hatchback
1699,Renault,Kangoo,2021,Nafta,3,Manual,1.6,Furgón
1700,Renault,Kangoo,2022,Diésel,3,Manual,1.5,Monovolumen
1701,Fiat,Toro,2022,Diésel,4,Automática,2.0,Pick-Up
1702,Ford,Transit,2022,Diésel,2,Manual,2.2,Furgón
1703,Chevrolet,Onix,2022,Nafta,5,Manual,1.4,Hatchback
1704,Citroën,C3,2022,Nafta,5,Manual,1.6,Hatchback
1705,Renault,Kangoo,2021,Nafta,5,Manual,1.6,Furgón
1706,Renault,Kangoo,2021,Diésel,3,Manual,1.5,Furgón
1708,Renault,Duster,2023,Nafta,5,Manual,1.6,Off-Road
1709,Fiat,Toro,2021,Nafta,4,Automática,1.8,Pick-Up
1710,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1711,Toyota,Hilux,2022,Diésel,4,Automática,2.8,Pick-Up
1713,Fiat,Cronos,2021,Nafta,4,Manual,1.3,Sedán
1714,Nissan,Kicks,2023,Nafta,5,Manual,1.6,Hatchback
1715,Volkswagen,Taos,2022,Nafta,5,Automática,1.4,SUV
1716,Nissan,Frontier,2021,Diésel,4,Manual,2.3,Pick-Up
1717,Renault,ALASKAN,2022,Diésel,4,Manual,2.3,Pick-Up
1718,Renault,ALASKAN,2021,Diésel,4,Manual,2.3,Pick-Up
1719,Toyota,Yaris,2021,Nafta,5,Automática,1.5,Hatchback
1720,Chevrolet,Cruze 5,2022,Nafta,5,Manual,1.4,Hatchback
1721,Chevrolet,Cruze 5,2022,Nafta,5,Manual,1.4,Hatchback
1722,Peugeot,208,2022,Nafta,5,Manual,1.6,Sedán
1723,Fiat,Pulse,2022,Nafta,5,Automática,1.0,SUV
1724,Chevrolet,Tracker,2022,Nafta,5,Automática,1.2,SUV
1725,Chevrolet,Equinox,2021,Nafta,5,Automática,1.5,SUV
1726,Renault,Sandero Stepway zen 1.6,2022,Nafta,5,Manual,1.6,SUV
1727,Renault,Kangoo,2020,Nafta,3,Manual,1.6,Furgón
1728,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback
1729,Chevrolet,Onix plus,2023,Nafta,4,Manual,1.2,Sedán
1731,Volkswagen,T-Cross,2021,Nafta,5,Automática,1.0,SUV
1732,Renault,ALASKAN,2022,Diésel,4,Manual,2.3,Pick-Up
1733,Toyota,Etios,2021,Nafta,4,Manual,1.5,Sedán
1734,Renault,Kangoo,2022,Nafta,3,Manual,1.6,Furgón
1735,Renault,Kangoo,2022,Nafta,4,Manual,1.6,Monovolumen
1736,Chevrolet,Equinox,2022,Nafta,5,Automática,1.5,SUV
1737,Mercedes-Benz,Sprinter,2022,Diésel,4,Manual,2.1,Furgón
1738,Chevrolet,Onix,2023,Nafta,5,Manual,1.2,Hatchback
1739,Fiat,Pulse,2023,Nafta,5,Automática,1.3,SUV
1740,Nissan,Frontier,2023,Diésel,4,Automática,2.3,Pick-Up
1741,Renault,KANGOO II STEPWAY 1.5,2021,Diésel,5,Manual,1.5,Monovolumen
1742,Renault,Kangoo,2021,Nafta,3,Manual,1.6,Furgón
1745,Fiat,Strada,2021,Nafta/GNC,3,Manual,1.4,Pick-Up
1746,Renault,Logan,2021,Nafta,4,Manual,1.6,Sedán
1748,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback
1750,Peugeot,208,2022,Nafta,5,Manual,1.6,Hatchback
1751,RAM,1500,2022,Nafta,4,Automática,5.7,Pick-Up
1753,Chevrolet,Onix,2022,Nafta,5,Automática,1.0,Hatchback
1754,Mercedes-Benz,Sprinter,2022,Diésel,2,Manual,2.1,Furgón
1755,Toyota,Hilux,2023,Diésel,4,Automática,2.8,Pick-Up
1756,Nissan,Frontier,2022,Diésel,4,Automática,2.3,Pick-Up
1757,Renault,Sandero Stepway,2022,Nafta,5,Manual,1.6,Hatchback
1758,Chevrolet,Onix,2022,Nafta,5,Manual,1.2,Hatchback
1759,RAM,1500,2022,Nafta,4,Automática,5.7,Pick-Up
1760,Chevrolet,S10,2020,Diésel,4,Manual,2.8,Pick-Up
1761,Fiat,Cronos,2021,Nafta,4,Manual,1.3,Sedán
