,company,model,year,fuel,doors,transmisions,motor,bodywork,km
680,Volkswagen,Gol Trend,2013,Nafta,5,Manual,1.6,Hatchback,98000.0
681,Toyota,Etios,2017,Nafta,4,Manual,1.5,Sedán,50000.0
682,Chevrolet,Tracker,2021,Nafta,5,Automática,1.2,SUV,44981.0
683,Fiat,Toro,2020,Diésel,4,Automática,2.0,Pick-Up,69000.0
684,Chery,Tiggo 2,2018,Nafta,5,Manual,1.5,SUV,59000.0
685,Honda,HR-V,2016,Nafta,5,Automática,1.8,SUV,116000.0
686,Citroën,DS4,2013,Nafta,5,Automática,1.6,Hatchback,85100.0
687,Peugeot,308,2012,Nafta,5,Manual,2.0,Hatchback,86000.0
688,Citroën,C3,2014,Nafta,5,Manual,1.6,Hatchback,81000.0
689,Peugeot,208,2023,Nafta,5,Automática,1.6,Hatchback,500.0
690,Volkswagen,Taos,2021,Nafta,5,Automática,1.4,SUV,9400.0
691,Volkswagen,Tiguan Allspace,2019,Nafta,5,Automática,1.4,SUV,50000.0
692,Mercedes-Benz,Clase SLK,1997,Nafta,2,Manual,2.3,Coupé,120000.0
693,Peugeot,Partner,2017,Diésel,3,Manual,1.6,Furgón,147979.0
694,Toyota,SW4,2013,Diésel,5,Manual,3.0,SUV,155000.0
695,Audi,A3 Sportback,2012,Nafta,5,Manual,1.4,Hatchback,144000.0
696,Toyota,Corolla,2017,Nafta,4,Manual,1.8,Sedán,82200.0
697,Fiat,Cronos,2021,Nafta,4,Automática,1.8,Sedán,18000.0
698,Honda,HR-V,2017,Nafta,5,Automática,1.8,SUV,120000.0
699,Ford,Ka,2018,Nafta/GNC,4,Manual,1.5,Sedán,85000.0
700,Ford,Fiesta Kinetic Design,2018,Nafta,5,Manual,1.6,Hatchback,79000.0
701,Volkswagen,Nivus,2021,Nafta,5,Automática,1.0,SUV,16000.0
702,Volkswagen,Amarok,2022,Diésel,4,Manual,2.0,Pick-Up,9790.0
703,Chevrolet,Meriva,2012,Nafta,5,Manual,1.8,Monovolumen,100000.0
704,Renault,Logan,2018,Nafta/GNC,4,Manual,1.6,Sedán,73112.0
705,Renault,Sandero Stepway,2020,Nafta,5,Manual,1.6,Hatchback,20000.0
706,BMW,X1,2017,Nafta,5,Manual,2.0,SUV,71500.0
707,Volkswagen,Amarok,2015,Diésel,4,Automática,2.0,Pick-Up,145000.0
708,Volkswagen,Vento,2014,Nafta,4,Automática,2.0,Sedán,115000.0
709,Mercedes-Benz,Sprinter,2018,Diésel,2,Manual,2.1,Furgón,19600.0
710,Honda,CR-V,2016,Nafta,5,Automática,2.4,SUV,105000.0
711,BMW,Serie 1,2019,Nafta,5,Automática,1.5,Hatchback,50000.0
712,Chevrolet,Cruze 5,2022,Nafta,5,Automática,1.4,Hatchback,7000.0
713,Peugeot,408,2014,Nafta,4,Manual,2.0,Sedán,108000.0
714,Chevrolet,Trailblazer,2016,Diésel,5,Automática,2.8,SUV,127000.0
715,Volkswagen,Gol Trend,2015,Nafta,5,Manual,1.6,Hatchback,110000.0
716,Chevrolet,Classic,2015,Nafta,4,Manual,1.4,Sedán,75000.0
717,Chevrolet,S10,2013,Diésel,4,Manual,2.8,Pick-Up,188790.0
718,Chevrolet,S10,2017,Diésel,4,Manual,2.8,Pick-Up,60900.0
719,Volkswagen,Polo,2018,Nafta,5,Manual,1.6,Hatchback,46400.0
720,Chery,Tiggo 2,2018,Nafta,5,Manual,1.5,SUV,60000.0
721,Mitsubishi,L200,2016,Diésel,4,Manual,3.2,Pick-Up,181800.0
722,Nissan,X-Trail,2011,Nafta,5,Manual,2.5,SUV,145000.0
723,Mercedes-Benz,GTC,2020,Nafta,2,Automática,4.0,Roadster,900.0
724,Jeep,Wrangler,2012,Nafta,3,Automática,3.6,SUV,65152.0
725,Mercedes-Benz,Clase C,2020,Nafta,2,Automática,2.0,Cabriolet,12000.0
726,Peugeot,408,2015,Nafta,4,Manual,2.0,Sedán,113000.0
727,Mercedes-Benz,Clase A,2017,Nafta,5,Manual,1.6,Hatchback,62000.0
728,Renault,Duster Oroch,2018,Nafta,4,Manual,2.0,SUV,60000.0
729,Jeep,Grand Cherokee,2019,Nafta,5,Automática,6.4,SUV,49000.0
730,Mini,Cooper Countryman,2016,Nafta,2,Manual,1.6,Hatchback,49000.0
731,Hyundai,Tucson,2013,Nafta,5,Automática,2.0,SUV,138000.0
732,Peugeot,3008,2013,Nafta,5,Automática,1.6,Monovolumen,107000.0
733,Kia,Picanto,2016,Nafta,5,Automática,1.2,Hatchback,116000.0
734,Honda,CR-V,1998,Nafta,5,Automática,2.0,SUV,200000.0
735,Nissan,March,2017,Nafta,5,Manual,1.6,Hatchback,69000.0
736,Volkswagen,Amarok,2021,Diésel,4,Automática,3.0,Pick-Up,70200.0
737,Chevrolet,Spin,2019,Nafta,5,Manual,1.8,Monovolumen,39000.0
738,Fiat,Punto,2009,Nafta,5,Manual,1.4,Hatchback,130000.0
739,Honda,CR-V,2021,Nafta,5,Automática,2.4,SUV,50800.0
740,Renault,Kangoo,2015,Nafta/GNC,3,Manual,1.6,Furgón,191800.0
741,Ford,Focus III,2014,Nafta,5,Automática,2.0,Hatchback,133000.0
742,Land Rover,Range Rover Sport,2016,Nafta,5,Automática,5.0,SUV,65000.0
743,BMW,X5,2014,Nafta,5,Automática,3.0,SUV,45000.0
744,Volkswagen,Polo,2016,Nafta,4,Manual,1.6,Hatchback,105000.0
745,Ford,Ranger,2018,Diésel,4,Manual,3.2,Pick-Up,50000.0
746,Fiat,Cronos,2022,Nafta,4,Automática,1.3,Sedán,1000.0
747,Toyota,Etios,2022,Nafta,5,Automática,1.5,Hatchback,1035.0
748,Ford,Ka,2016,Nafta,5,Manual,1.5,Hatchback,70000.0
749,Chery,Tiggo,2013,Nafta,5,Manual,2.0,SUV,161000.0
750,Fiat,Argo,2019,Nafta,5,Manual,1.8,Hatchback,69400.0
751,Fiat,Siena,2013,Nafta/GNC,4,Manual,1.4,Sedán,85000.0
752,Renault,Captur,2017,Nafta,5,Manual,2.0,SUV,110000.0
753,Volkswagen,Amarok,2021,Diésel,4,Automática,2.0,Pick-Up,29500.0
754,Jaguar,XF,2013,Nafta,4,Automática,3.0,Sedán,49000.0
755,Ford,Fiesta Kinetic Design,2013,Nafta,5,Manual,1.6,Hatchback,119000.0
756,Honda,HR-V,2017,Nafta,5,Automática,1.8,SUV,63000.0
757,Fiat,Siena,2013,Nafta/GNC,4,Manual,1.4,Sedán,106000.0
758,Ford,Ranger,2014,Diésel,4,Automática,3.2,Pick-Up,128000.0
759,Mercedes-Benz,Clase C,2021,Nafta,2,Automática,2.0,Cabriolet,12000.0
760,Toyota,Etios,2022,Nafta,5,Automática,1.5,Hatchback,1111.0
761,Audi,Q3,2016,Nafta,5,Automática,1.4,SUV,90000.0
762,Chevrolet,Trailblazer,2021,Diésel,5,Automática,2.8,SUV,23000.0
763,Chevrolet,Classic,2016,Nafta,4,Manual,1.4,Sedán,80000.0
764,BMW,Serie 3,2013,Nafta,4,Manual,2.0,Sedán,84000.0
765,Volkswagen,Vento,2013,Nafta,4,Automática,2.0,Sedán,60000.0
766,BMW,X5,2017,Nafta,5,Automática,4.4,SUV,79000.0
767,Chevrolet,Onix,2015,Nafta,5,Manual,1.4,Hatchback,95000.0
768,Fiat,Cronos,2021,Nafta,4,Manual,1.3,Sedán,36000.0
769,Peugeot,3008,2017,Nafta,5,Automática,1.6,SUV,63000.0
770,Volkswagen,Up!,2016,Nafta,5,Manual,1.0,Hatchback,93000.0
771,Chevrolet,Cruze 5,2022,Nafta,5,Manual,1.4,Hatchback,3700.0
772,Volkswagen,Vento,2017,Nafta,4,Manual,1.4,Sedán,87000.0
773,Volkswagen,Golf,2017,Nafta,5,Automática,2.0,Hatchback,80800.0
774,Ford,Focus III,2015,Nafta,5,Manual,1.6,Hatchback,120000.0
775,Volkswagen,Amarok,2019,Diésel,4,Automática,3.0,Pick-Up,67000.0
776,Toyota,Corolla Cross,2022,Nafta,5,Automática,2.0,SUV,3500.0
777,Peugeot,2008,2018,Nafta,5,Manual,1.6,SUV,98000.0
778,Chevrolet,Prisma,2017,Nafta,4,Manual,1.4,Sedán,91000.0
779,Subaru,Forester,2018,Nafta,5,Automática,2.0,SUV,104900.0
780,Toyota,Hilux,2016,Diésel,4,Manual,2.8,Pick-Up,120000.0
781,BMW,X3,2017,Nafta,5,Automática,3.0,SUV,50700.0
782,Volkswagen,Amarok,2018,Diésel,4,Automática,3.0,Pick-Up,76000.0
783,Jeep,Compass,2018,Nafta,5,Automática,2.4,SUV,65000.0
784,Honda,Fit,2017,Nafta,5,Automática,1.5,Hatchback,90000.0
785,Peugeot,208,2022,Nafta,5,Automática,1.6,Hatchback,1111.0
786,Toyota,SW4,2022,Diésel,5,Automática,2.8,SUV,1009.0
787,Volkswagen,Amarok,2018,Diésel,4,Automática,3.0,Pick-Up,54000.0
788,Volkswagen,Golf,2016,Nafta,5,Manual,1.6,Hatchback,40000.0
789,Fiat,Palio,2017,Nafta,5,Manual,1.4,Hatchback,66000.0
790,Toyota,Hilux,2019,Diésel,4,Manual,2.8,Pick-Up,41000.0
791,Volkswagen,Up!,2018,Nafta,5,Manual,1.0,Hatchback,37000.0
792,Renault,Kangoo,2018,Nafta/GNC,3,Manual,1.6,Furgón,138000.0
793,Jeep,Renegade,2020,Nafta,5,Automática,1.8,SUV,31000.0
794,Volkswagen,Amarok,2019,Diésel,4,Automática,3.0,Pick-Up,39000.0
795,Chevrolet,Cruze,2022,Nafta,4,Automática,1.4,Sedán,1111.0
796,Toyota,Hilux,2019,Diésel,4,Manual,2.8,Pick-Up,49000.0
797,BMW,X6,2016,Nafta,5,Automática,3.0,SUV,32500.0
798,Fiat,Uno,2013,Nafta,5,Manual,1.4,Hatchback,138000.0
799,Chevrolet,Sonic,2015,Nafta,5,Automática,1.6,Hatchback,127000.0
800,Renault,Kwid,2018,Nafta,5,Manual,1.0,Hatchback,50000.0
801,Toyota,Corolla,2019,Nafta,4,Automática,1.8,Sedán,47067.0
802,Nissan,March,2019,Nafta,5,Automática,1.6,Hatchback,35725.0
803,Toyota,Corolla,2018,Nafta,4,Manual,1.8,Sedán,89339.0
804,Nissan,X-Trail,2006,Nafta,5,Automática,2.5,SUV,145000.0
805,Chevrolet,S10,2020,Diésel,4,Manual,2.8,Pick-Up,55000.0
806,Nissan,NP300,2016,Diésel,4,Manual,2.3,Pick-Up,148000.0
807,Jeep,Renegade,2023,Nafta,5,Manual,1.8,SUV,1800.0
808,Citroën,C3 Picasso,2014,Nafta,5,Manual,1.5,Hatchback,50000.0
809,Ford,Kuga,2011,Nafta,5,Automática,2.5,SUV,130000.0
810,Renault,Duster,2016,Nafta,5,Manual,2.0,SUV,137900.0
811,Nissan,Versa,2019,Nafta,4,Manual,1.6,Sedán,57000.0
812,Volkswagen,Polo,2017,Nafta,5,Automática,1.6,Hatchback,129000.0
813,Ford,Ecosport,2020,Nafta,5,Manual,1.5,SUV,34387.0
814,Volkswagen,Golf,2002,Nafta,5,Manual,1.6,Hatchback,86700.0
815,Volkswagen,Tiguan Allspace,2018,Nafta,5,Automática,2.0,SUV,70000.0
816,Toyota,Hilux,2021,Diésel,4,Automática,2.8,Pick-Up,21638.0
817,Chery,Tiggo 2,2019,Nafta,5,Manual,1.5,SUV,41864.0
818,Renault,Duster,2013,Nafta,5,Manual,1.6,SUV,96144.0
819,Toyota,Etios,2020,Nafta,4,Manual,1.5,Sedán,31716.0
820,Toyota,Etios,2021,Nafta,4,Automática,1.5,Sedán,64778.0
821,Volkswagen,Up!,2017,Nafta,3,Manual,1.0,Hatchback,53455.0
822,Ford,Ranger,2016,Diésel,4,Automática,3.2,Pick-Up,72000.0
823,Mitsubishi,L200,2020,Diésel,4,Automática,2.4,Pick-Up,50000.0
824,Renault,Duster,2011,Nafta,5,Manual,2.0,SUV,115000.0
825,Ford,Ranger,2018,Diésel,4,Manual,3.2,Pick-Up,84500.0
826,DS,DS3 Crossback,2022,Nafta,5,Automática,1.2,Hatchback,62000.0
827,Ford,Focus III,2017,Nafta,5,Manual,2.0,Hatchback,117000.0
828,Chevrolet,Tracker,2017,Nafta,5,Automática,1.8,SUV,99000.0
829,Ford,Focus III,2014,Nafta,5,Manual,1.6,Hatchback,132000.0
830,Volkswagen,Amarok,2016,Diésel,4,Manual,2.0,Pick-Up,112900.0
831,Toyota,SW4,2022,Diésel,4,Automática,2.8,Pick-Up,1100.0
832,Jeep,Renegade,2018,Nafta,5,Manual,1.8,SUV,40000.0
833,Jeep,Grand Cherokee,2014,Nafta,5,Automática,3.6,SUV,140000.0
834,Chevrolet,Classic,2014,Nafta,4,Manual,1.4,Sedán,79000.0
835,Renault,Sandero,2015,Nafta,5,Manual,1.6,Hatchback,82000.0
836,Audi,Q3,2016,Nafta,5,Automática,1.4,SUV,175000.0
837,BMW,X1,2018,Nafta,5,Manual,2.0,SUV,39870.0
838,Ford,Ranger,2020,Nafta,4,Manual,2.5,Pick-Up,43044.0
839,Volkswagen,Amarok,2019,Diésel,4,Automática,3.0,Pick-Up,65000.0
840,Ford,Focus II,2012,Nafta,5,Manual,1.6,Hatchback,60000.0
841,Volkswagen,Vento,2016,Nafta,4,Automática,2.5,Sedán,86000.0
842,Volkswagen,Amarok,2016,Diésel,4,Automática,2.0,Pick-Up,28000.0
843,Jeep,Grand Cherokee,2008,Diésel,5,Automática,3.0,SUV,200000.0
844,Chevrolet,Tracker,2019,Nafta,5,Manual,1.8,SUV,63000.0
845,Peugeot,208,2015,Nafta,5,Manual,1.5,Hatchback,92000.0
846,Toyota,Etios,2016,Nafta,4,Manual,1.5,Sedán,60656.0
847,Ford,Mondeo,2017,Nafta,4,Automática,2.0,Sedán,75000.0
848,Chevrolet,Prisma,2014,Nafta,4,Manual,1.4,Sedán,98000.0
849,Peugeot,2008,2017,Nafta,5,Manual,1.6,SUV,81000.0
850,Honda,Fit,2012,Nafta,5,Automática,1.5,Hatchback,113800.0
851,Renault,Clio,2004,Nafta,3,Manual,1.2,Hatchback,143000.0
852,Toyota,Hilux,2017,Diésel,4,Automática,2.8,Pick-Up,225000.0
853,Fiat,Mobi,2016,Nafta,5,Manual,1.0,Hatchback,85000.0
854,Ford,Focus II,2012,Nafta,5,Manual,2.0,Hatchback,115000.0
855,Ford,Mustang,2006,Nafta,2,Manual,5.0,Coupé,90000.0
856,Citroën,Xsara Picasso,2009,Nafta,5,Manual,1.6,Monovolumen,156000.0
857,Ford,Focus II,2012,Nafta,5,Manual,2.0,Hatchback,95500.0
858,Chery,Chery QQ,2017,Nafta,5,Manual,1.0,Hatchback,33500.0
859,Fiat,Strada,2021,Nafta,3,Manual,1.4,Pick-Up,8342.0
860,Dodge,Journey,2014,Nafta,5,Automática,3.6,SUV,62500.0
861,Kia,Rio,2022,Nafta,5,Automática,1.6,Hatchback,5000.0
862,Fiat,Toro,2020,Diésel,4,Automática,2.0,Pick-Up,83000.0
863,Fiat,500,2019,Nafta,3,Manual,1.4,Hatchback,32000.0
864,Peugeot,208,2016,Nafta,5,Manual,1.6,Hatchback,78000.0
865,Fiat,500,2015,Nafta,2,Automática,1.4,Hatchback,65000.0
866,Citroën,C4 Lounge,2017,Nafta,4,Manual,1.6,Sedán,125000.0
867,Toyota,Hilux,2021,Diésel,4,Automática,2.8,Pick-Up,21000.0
868,Ford,Kuga,2019,Nafta,5,Automática,2.0,SUV,131000.0
869,Jeep,Grand Cherokee,2021,Nafta,5,Automática,6.4,SUV,11000.0
870,Chery,Chery QQ,2011,Nafta,5,Manual,1.1,Hatchback,108000.0
871,Chevrolet,Onix,2020,Nafta,5,Automática,1.0,Hatchback,52000.0
872,Jaguar,XE,2017,Nafta,4,Automática,2.0,Hatchback,22000.0
873,Ford,Fiesta Kinetic Design,2019,Nafta,5,Manual,1.6,Hatchback,32000.0
874,Volkswagen,Golf,2017,Nafta,5,Manual,1.6,Hatchback,83000.0
875,Ford,Ka,2018,Nafta,4,Manual,1.5,Sedán,65000.0
876,Toyota,SW4,2019,Diésel,5,Automática,2.8,SUV,69500.0
877,Fiat,Punto,2009,Nafta,5,Manual,1.4,Hatchback,194000.0
878,Chevrolet,Trailblazer,2021,Diésel,5,Automática,2.8,SUV,25000.0
879,Nissan,NP300,2019,Diésel,4,Manual,2.3,Pick-Up,44000.0
880,Chevrolet,Corsa,2009,Nafta,5,Manual,1.8,Sedán,162000.0
881,Fiat,Argo,2020,Nafta,5,Manual,1.8,Hatchback,61000.0
882,Peugeot,2008,2017,Nafta,5,Manual,1.6,SUV,88200.0
883,Chevrolet,Onix,2022,Nafta,5,Manual,1.2,Hatchback,1500.0
884,Hyundai,H1,2015,Diésel,5,Automática,2.5,Monovolumen,9000.0
885,Renault,Duster,2012,Nafta,5,Manual,1.6,SUV,180000.0
886,Peugeot,308,2011,Nafta,2,Automática,1.6,Coupé,90000.0
887,Audi,S3,2017,Nafta,4,Automática,2.0,Sedán,29000.0
888,Ford,F-100,1998,Diésel,2,Manual,4.3,Pick-Up,38000.0
889,Toyota,SW4,2018,Diésel,5,Automática,2.8,SUV,69000.0
891,Mercedes-Benz,Clase A,2014,Nafta,5,Automática,2.0,Hatchback,133000.0
892,Renault,Logan,2017,Nafta,4,Manual,1.6,Sedán,122000.0
893,Jeep,Commander,2022,Diésel,5,Automática,2.0,SUV,20000.0
894,Volkswagen,Golf,2012,Nafta,5,Manual,2.0,Hatchback,140000.0
895,Fiat,Argo,2017,Nafta,5,Manual,1.8,Hatchback,26000.0
896,Renault,Kangoo,2017,Nafta/GNC,4,Manual,1.6,Monovolumen,140000.0
897,Ford,Focus III,2016,Nafta,5,Manual,1.6,Hatchback,60000.0
898,Fiat,Mobi,2017,Nafta,5,Manual,1.0,Hatchback,66000.0
899,Renault,Logan,2016,Nafta,4,Manual,1.6,Sedán,89000.0
900,Peugeot,208,2016,Nafta,5,Manual,1.5,Hatchback,69500.0
901,Volkswagen,Vento Variant,2011,Nafta,4,Manual,2.5,Rural,160000.0
902,Toyota,Hilux,2020,Diésel,4,Manual,2.8,Pick-Up,17000.0
903,Toyota,Hilux,2019,Diésel,4,Automática,2.8,Pick-Up,64000.0
904,BMW,X5,2015,Nafta,5,Automática,3.0,SUV,94000.0
905,Renault,Kangoo,2022,Nafta,5,Manual,1.6,Furgón,1000.0
906,Citroën,C4 Lounge,2016,Diésel,4,Manual,1.6,Sedán,130000.0
907,Ford,Focus III,2017,Nafta,5,Manual,1.6,Hatchback,112000.0
908,Peugeot,207,2012,Nafta,3,Manual,1.4,Hatchback,109000.0
909,Fiat,Doblo Cargo,2018,Nafta,4,Manual,1.4,Monovolumen,62000.0
910,BMW,Serie 4,2017,Nafta,2,Automática,2.0,Coupé,25100.0
911,Peugeot,408,2012,Nafta,4,Manual,2.0,Sedán,78000.0
912,Renault,Duster,2016,Nafta,5,Manual,2.0,SUV,85000.0
913,Ford,Mustang,2006,Nafta,2,Manual,5.0,Coupé,79000.0
914,Ford,Explorer,1995,Nafta,5,Manual,4.0,SUV,111111.0
915,Peugeot,208,2014,Nafta,5,Manual,1.6,Hatchback,66000.0
916,Fiat,500,2020,Nafta,3,Manual,1.4,Hatchback,25000.0
917,Citroën,C4 Lounge,2018,Nafta,4,Manual,1.6,Sedán,231000.0
918,Chevrolet,Cruze,2012,Nafta,4,Manual,1.8,Sedán,124100.0
919,Alfa Romeo,Mito,2014,Nafta,3,Manual,1.4,Hatchback,19000.0
920,Audi,A1 Sportback,2020,Nafta,5,Automática,1.0,Hatchback,21000.0
921,Ford,Ecosport,2017,Nafta,5,Manual,1.5,SUV,60000.0
922,Volkswagen,Amarok,2019,Diésel,4,Automática,3.0,Pick-Up,83000.0
923,Honda,HR-V,2018,Nafta,5,Automática,1.8,SUV,65000.0
924,Hyundai,i10,2011,Nafta,5,Manual,1.2,Hatchback,120000.0
925,Mercedes-Benz,ML,2007,Nafta,5,Automática,3.2,SUV,207000.0
926,Volkswagen,Amarok,2023,Diésel,4,Manual,2.0,Pick-Up,1111.0
927,Fiat,Toro,2022,Diésel,4,Automática,2.0,Pick-Up,1000.0
928,Toyota,Hilux,2019,Diésel,4,Manual,2.8,Pick-Up,49000.0
929,Volkswagen,Up!,2015,Nafta,3,Manual,1.0,Hatchback,100000.0
930,Volkswagen,Amarok,2022,Diésel,4,Automática,2.0,Pick-Up,1111.0
931,Toyota,Hilux,2022,Diésel,4,Automática,2.8,Pick-Up,500.0
932,Toyota,SW4,2022,Diésel,5,Automática,2.8,SUV,15000.0
933,Fiat,Pulse,2022,Nafta,5,Manual,1.3,SUV,1000.0
934,Fiat,Palio,2012,Nafta,5,Manual,1.6,Rural,84000.0
935,Fiat,Cronos,2022,Nafta,4,Manual,1.3,Sedán,10000.0
936,Fiat,Cronos,2023,Nafta,4,Manual,1.3,Sedán,1000.0
937,Peugeot,408,2012,Nafta,4,Automática,2.0,Sedán,86521.0
938,Toyota,Etios,2015,Nafta,5,Manual,1.5,Hatchback,44750.0
939,Volkswagen,Polo,2019,Nafta,5,Manual,1.6,Hatchback,37000.0
940,Chevrolet,S10,2020,Diésel,4,Manual,2.8,Pick-Up,40108.0
941,BMW,Serie 2,2017,Nafta,2,Automática,3.0,Coupé,71000.0
942,Peugeot,408,2017,Nafta,4,Automática,1.6,Sedán,79061.0
943,Volkswagen,Suran,2013,Nafta,5,Manual,1.6,Monovolumen,120000.0
944,Volkswagen,Amarok,2020,Diésel,4,Automática,2.0,Pick-Up,160000.0
945,Toyota,Etios,2023,Nafta,5,Automática,1.5,Hatchback,111111.0
946,Ford,Ecosport,2013,Nafta,5,Manual,1.6,SUV,111584.0
947,Ford,Ranger,2021,Diésel,4,Automática,2.2,Pick-Up,20000.0
948,Volkswagen,Voyage,2015,Nafta,4,Manual,1.6,Sedán,160000.0
949,Renault,Sandero,2016,Nafta,5,Manual,1.6,Hatchback,76700.0
950,Citroën,DS4,2013,Nafta,5,Automática,1.6,Hatchback,85100.0
951,Nissan,Kicks,2018,Nafta,5,Automática,1.6,Hatchback,52000.0
952,Citroën,C3,2014,Nafta,5,Manual,1.6,Hatchback,126000.0
953,Toyota,Etios,2014,Nafta,4,Manual,1.5,Sedán,63879.0
954,Land Rover,Discovery,2007,Diésel,5,Automática,2.7,SUV,172000.0
955,Toyota,SW4,2022,Diésel,5,Automática,2.8,SUV,42000.0
956,Peugeot,208,2022,Nafta,5,Manual,1.6,Hatchback,1500.0
957,Ford,Focus II,2012,Nafta,5,Manual,1.6,Hatchback,98000.0
958,Ford,Territory,2023,Nafta,5,Automática,1.5,SUV,500.0
959,Jeep,Renegade,2019,Nafta,5,Manual,1.8,SUV,95000.0
960,Volkswagen,Amarok,2021,Diésel,4,Automática,2.0,Pick-Up,29205.0
961,Volkswagen,Amarok,2019,Diésel,4,Automática,3.0,Pick-Up,145000.0
962,Chevrolet,S10,2019,Diésel,4,Manual,2.8,Pick-Up,70000.0
963,Chevrolet,Onix,2018,Nafta,5,Manual,1.4,Hatchback,37000.0
964,Jeep,Renegade,2018,Nafta,5,Automática,1.8,SUV,50000.0
965,Peugeot,308,2014,Nafta,5,Manual,1.6,Hatchback,126000.0
966,Volkswagen,Golf,2019,Nafta,5,Automática,1.4,Hatchback,73000.0
967,Volkswagen,Gol Trend,2020,Nafta,5,Automática,1.6,Hatchback,21000.0
968,Volkswagen,Gol Trend,2016,Nafta,5,Manual,1.6,Hatchback,32200.0
969,Chevrolet,Tracker,2016,Nafta,5,Automática,1.8,SUV,118068.0
970,Renault,Duster,2016,Nafta,5,Manual,2.0,SUV,106000.0
971,Volkswagen,Suran,2017,Nafta,5,Manual,1.6,Monovolumen,67977.0
972,Toyota,Corolla,2022,Híbrido/Nafta,4,Automática,1.8,Sedán,8452.0
973,Volkswagen,Vento,2018,Nafta,4,Automática,1.4,Sedán,86000.0
974,Renault,Duster,2013,Nafta,5,Manual,2.0,SUV,83318.0
975,Fiat,Fiorino,2018,Nafta,3,Manual,1.4,Furgón,60000.0
976,RAM,2500,2014,Diésel,4,Automática,6.7,Pick-Up,149000.0
977,Volkswagen,Vento,2018,Nafta,4,Manual,2.0,Sedán,44000.0
978,Mercedes-Benz,Clase A,2019,Nafta,5,Automática,1.6,Hatchback,19000.0
979,BMW,X6,2011,Nafta,5,Automática,3.0,SUV,59995.0
980,Toyota,Etios,2016,Nafta,4,Manual,1.5,Sedán,104195.0
981,Chevrolet,Prisma,2019,Nafta/GNC,4,Manual,1.4,Sedán,50000.0
982,Citroën,Jumpy,2018,Diésel,3,Manual,1.6,Furgón,64500.0
983,Jeep,Compass,2012,Nafta,5,Automática,2.4,SUV,83800.0
984,Mercedes-Benz,Clase A,2013,Nafta,5,Automática,2.0,Hatchback,75000.0
985,Volkswagen,Voyage,2015,Nafta,4,Manual,1.6,Sedán,90000.0
986,Renault,Duster,2011,Nafta,5,Manual,2.0,SUV,127000.0
987,Volkswagen,Amarok,2021,Diésel,4,Automática,3.0,Pick-Up,50000.0
988,Citroën,C3,2018,Nafta,5,Manual,1.6,Hatchback,11750.0
989,Chevrolet,Trailblazer,2016,Diésel,5,Automática,2.8,SUV,127000.0
990,Toyota,Corolla,2010,Nafta,4,Manual,1.8,Sedán,180000.0
991,Ford,Territory,2021,Nafta,5,Automática,1.5,SUV,7000.0
992,Ford,Focus III,2017,Nafta,5,Manual,1.6,Hatchback,38000.0
993,Volkswagen,Amarok,2014,Diésel,2,Manual,2.0,Pick-Up,91700.0
994,Ford,Transit,2022,Diésel,2,Manual,2.2,Furgón,1000.0
995,Audi,A4,2010,Nafta,4,Automática,2.0,Sedán,145000.0
996,Fiat,Linea,2016,Nafta,4,Manual,1.8,Sedán,109700.0
997,Ford,Focus,2019,Nafta,5,Manual,2.0,Hatchback,63115.0
998,Chevrolet,Agile,2012,Nafta,5,Manual,1.4,Hatchback,75000.0
999,Nissan,March,2019,Nafta,5,Manual,1.6,Hatchback,75000.0
1000,Mercedes-Benz,Clase C,2018,Nafta,2,Automática,3.0,Coupé,7000.0
1001,Ford,Ka,2017,Nafta,5,Manual,1.5,Hatchback,50000.0
1002,Kia,Rio,2013,Nafta,5,Automática,1.4,Hatchback,76454.0
1003,Toyota,Hilux,2021,Diésel,4,Automática,2.8,Pick-Up,57000.0
1004,Mercedes-Benz,Clase C,2017,Nafta,2,Manual,2.0,Coupé,69000.0
1005,Volkswagen,Tiguan Allspace,2018,Nafta,5,Automática,2.0,SUV,60000.0
1006,Peugeot,RCZ,2013,Nafta,2,Manual,1.6,Coupé,20000.0
1007,BMW,Serie 4,2022,Nafta,2,Automática,3.0,Coupé,1111.0
1008,Renault,Sandero Stepway,2012,Nafta,5,Manual,1.6,Hatchback,130000.0
1009,Toyota,SW4,2022,Diésel,5,Automática,2.8,SUV,1000.0
1010,Chevrolet,Cruze,2020,Nafta,4,Manual,1.4,Sedán,35000.0
1011,Fiat,Mobi,2020,Nafta,5,Manual,1.0,Hatchback,35000.0
1012,Volkswagen,Amarok,2022,Diésel,4,Automática,3.0,Pick-Up,18000.0
1013,Toyota,SW4,2022,Diésel,5,Automática,2.8,SUV,1111.0
1014,Jeep,Grand Cherokee,2019,Nafta,5,Automática,6.4,SUV,11000.0
1015,Volkswagen,Virtus,2022,Nafta,4,Automática,1.6,Sedán,6500.0
1016,Volkswagen,Up!,2016,Nafta,5,Manual,1.0,Hatchback,86000.0
1017,Audi,A1,2012,Nafta,3,Automática,1.4,Hatchback,83150.0
1018,Audi,Q5,2021,Nafta,5,Automática,2.0,SUV,57000.0
1019,Toyota,Hilux,2022,Diésel,4,Automática,2.8,Pick-Up,1000.0
1020,Mercedes-Benz,Clase GLC,2017,Nafta,5,Automática,3.0,SUV,65000.0
1021,Fiat,500,2014,Nafta,3,Manual,1.4,Hatchback,70000.0
